cfg,n,tpm,wr,pf,pf_c,mdd,prof,worst,selpf,holpf,holpf_c
RAW_pool,6096,1354.6666666666667,0.40091863517060367,1.0038335158817087,0.3869350164013308,-0.8850115219203144,0.6,2,0.9791231732776617,1.0198645598194132,0.4209426972352107
LR,2878,639.5555555555555,0.39784572619874914,0.9910559723023659,0.38677070807557185,-0.8472667401611532,0.6,2,0.8914285714285715,1.058567279767667,0.45695701757463014
SVM,3128,695.1111111111111,0.39865728900255754,0.9944178628389154,0.41462710146760595,-0.8326719463873415,0.6,2,0.9444444444444444,1.0241730279898218,0.4622006870778573
GB,3565,792.2222222222222,0.40757363253856943,1.0319602272727273,0.39109314848944293,-0.68971499082456,0.8,1,0.9714285714285714,1.0642701525054465,0.4252254925173059
