cfg,n,tpm,wr,pf,pf_c,mdd,prof,worst,selpf,holpf,holpf_c
RR1.5,1345,56.041666666666664,0.4267657992565056,1.1096184689128359,0.9743997210004083,-0.4447056356192003,0.5416666666666666,6,1.149913210864806,1.072438781824983,0.9317129418622321
RR2.0,1234,51.416666666666664,0.36223662884927066,1.1185568782808093,0.9956807191361536,-0.5805264232233037,0.5416666666666666,8,1.203243789677005,1.042832284276895,0.9196820495876258
RR3.0,1093,45.541666666666664,0.29551692589204026,1.1385780062334676,1.0246877158636032,-0.43161209992527705,0.625,2,1.1748566038875856,1.10763421727326,0.9894806785064985
RR4.0,1024,42.666666666666664,0.26953125,1.1313947648310785,1.022063378791207,-0.49346205904744234,0.5416666666666666,5,1.2270416365355077,1.0512886201570697,0.9429082540506328
