label,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl,r_multiple,fees,spread_cost,sl_slippage,holding_minutes,funding_windows_crossed,win,exit_type
FVG+Slope,2026-05-10 15:00:00+00:00,2026-05-10 16:00:00+00:00,2330.0,2337.7200000000003,2326.14,2337.7200000000003,105.56583690987671,2.0,50.08283261802575,10.016566523605151,0.0,60,0,True,TP
FVG+Slope,2026-05-10 17:00:00+00:00,2026-05-10 20:00:00+00:00,2348.7,2338.2983,2339.0,2368.0999999999995,-143.4597832989714,-1.072340206185576,24.15978505154684,4.8319570103093685,7.234020618557594,180,0,False,SL
FVG+Slope,2026-05-11 00:00:00+00:00,2026-05-11 01:00:00+00:00,2370.62,2366.4098639999997,2367.12,2377.62,-163.72277966102317,-1.2028960000000422,49.95560089765546,9.991120179531093,14.977853894764824,60,0,False,SL
FVG+Slope,2026-06-15 12:00:00+00:00,2026-06-15 13:00:00+00:00,1763.63,1824.5300000000002,1733.18,1824.5300000000002,192.92973399014778,2.0,5.891888341543506,1.1783776683087013,0.0,60,0,True,TP
FVG+Slope,2026-06-15 14:00:00+00:00,2026-06-16 02:00:00+00:00,1813.17,1772.7980009999999,1773.33,1892.8500000000004,-108.07123192921703,-1.0133533885542179,4.500461848644561,0.9000923697289124,1.3353388554217864,720,1,False,SL
FVG+Slope,2026-06-16 08:00:00+00:00,2026-06-16 09:00:00+00:00,1773.18,1783.5400000000002,1768.0,1783.5400000000002,158.80247104247158,2.0,34.331274131273716,6.8662548262547425,0.0,60,0,True,TP
FVG+Slope,2026-06-16 10:00:00+00:00,2026-06-16 11:00:00+00:00,1788.71,1793.85,1786.14,1793.85,83.59275679120351,2.0,50.07183948208485,10.014367896416971,0.0,60,0,True,TP
FVG+Slope,2026-06-16 19:00:00+00:00,2026-06-16 20:00:00+00:00,1798.57,1791.1025080000002,1791.64,1812.4299999999996,-146.59145028571334,-1.0775601731601647,25.899513044733656,5.1799026089467315,7.756017316016478,60,0,False,SL
FVG+Slope,2026-06-17 17:00:00+00:00,2026-06-17 18:00:00+00:00,1771.05,1767.6595430000002,1768.19,1776.7699999999998,-170.63718488466122,-1.1854744755244269,49.95214058044664,9.990428116089328,14.975777081387937,60,0,False,SL
FVG+Slope,2026-06-18 01:00:00+00:00,2026-06-18 02:00:00+00:00,1752.22,1758.2,1749.23,1758.2,110.53828857107037,2.0,50.08532033648743,10.017064067297486,0.0,60,0,True,TP
FVG+Slope,2026-06-18 09:00:00+00:00,2026-06-18 10:00:00+00:00,1747.11,1744.596464,1745.12,1751.09,-146.87386250436015,-1.2630834170853866,49.96403294583627,9.992806589167254,14.982914641892092,60,0,False,SL
FVG+Slope,2026-06-20 16:00:00+00:00,2026-06-20 17:00:00+00:00,1739.99,1728.2013840000002,1728.72,1762.53,-127.66767373912761,-1.0460173913043336,15.386829565217417,3.0773659130434834,4.601739130433353,60,0,False,SL
FVG+Slope,2026-06-20 23:00:00+00:00,2026-06-21 03:00:00+00:00,1742.43,1731.710331,1732.23,1762.8300000000002,-130.62570782941205,-1.0509479411764724,17.03009966176463,3.406019932352926,5.094794117647249,240,0,False,SL
FVG+Slope,2026-06-22 09:00:00+00:00,2026-06-22 11:00:00+00:00,1746.82,1755.1799999999996,1742.64,1755.1799999999996,149.73205741626597,2.0,41.889952153111686,8.377990430622337,0.0,120,0,True,TP
FVG+Slope,2026-06-22 13:00:00+00:00,2026-06-22 14:00:00+00:00,1763.16,1759.521985,1760.05,1769.3800000000003,-178.07910771001679,-1.1697797427652241,49.9484162668164,9.98968325336328,14.9735418226329,60,0,False,SL
FVG+Slope,2026-07-02 03:00:00+00:00,2026-07-02 04:00:00+00:00,1620.18,1632.7,1613.92,1632.7,168.82223642172522,2.0,25.98146964856234,5.196293929712468,0.0,60,0,True,TP
FVG+Slope,2026-07-02 05:00:00+00:00,2026-07-02 06:00:00+00:00,1631.87,1628.31136,1628.8,1638.0099999999998,-183.94200567447166,-1.1591661237785154,49.945482176889094,9.989096435377819,14.971780840386558,60,0,False,SL
FVG+Slope,2026-07-02 11:00:00+00:00,2026-07-02 12:00:00+00:00,1645.57,1656.09,1640.31,1656.09,162.3384790874524,2.0,31.384600760456326,6.276920152091265,0.0,60,0,True,TP
FVG+Slope,2026-07-02 14:00:00+00:00,2026-07-06 21:00:00+00:00,1710.0,1810.0,1660.0,1810.0,195.77599999999998,2.0,3.52,0.7040000000000001,0.0,6180,12,True,TP
FVG+Slope,2026-07-06 23:00:00+00:00,2026-07-07 00:00:00+00:00,1805.67,1803.048923,1803.59,1809.8300000000004,-147.51824402575977,-1.2601331730768361,49.963710464813616,9.992742092962724,14.982721095212836,60,0,False,SL
FVG+Slope,2026-07-09 06:00:00+00:00,2026-07-09 12:00:00+00:00,1748.44,1736.049029,1736.57,1772.1800000000003,-126.3911998096024,-1.0438897219881982,14.677712843302297,2.9355425686604595,4.388972198819819,360,0,False,SL
FVG+Slope,2026-07-09 19:00:00+00:00,2026-07-09 20:00:00+00:00,1750.64,1746.27596,1746.8,1758.3200000000004,-181.93306187499758,-1.1364687499999984,45.53275989583161,9.106551979166323,13.646874999999838,60,0,False,SL
FVG+Slope,2026-07-10 03:00:00+00:00,2026-07-10 08:00:00+00:00,1772.16,1788.8200000000004,1763.83,1788.8200000000004,174.35068427370993,2.0,21.37442977190837,4.274885954381674,0.0,300,0,True,TP
FVG+Slope,2026-07-10 10:00:00+00:00,2026-07-10 14:00:00+00:00,1791.66,1779.755913,1780.29,1814.4000000000003,-128.241192153034,-1.0469733509234824,15.705434973614615,3.141086994722923,4.697335092348232,240,0,False,SL
FVG+Slope,2026-07-11 15:00:00+00:00,2026-07-11 17:00:00+00:00,1809.76,1825.9199999999998,1801.68,1825.9199999999998,173.0023762376235,2.0,22.4980198019804,4.4996039603960805,0.0,120,0,True,TP
FVG+Slope,2026-07-12 03:00:00+00:00,2026-07-12 04:00:00+00:00,1804.03,1808.01,1802.04,1808.01,50.24240173389627,2.0,50.05515429344302,10.011030858688605,0.0,60,0,True,TP
FVG+Slope,2026-07-12 13:00:00+00:00,2026-07-12 14:00:00+00:00,1806.08,1814.2199999999998,1802.01,1814.2199999999998,146.6294840294832,2.0,44.47542997543067,8.895085995086134,0.0,60,0,True,TP
FVG+Slope,2026-07-12 16:00:00+00:00,2026-07-12 17:00:00+00:00,1819.9,1814.9353560000002,1815.48,1828.7400000000002,-173.98618130315873,-1.1232226244343497,41.11804701357399,8.223609402714798,12.322262443434973,60,0,False,SL
FVG+Slope,2026-07-14 12:00:00+00:00,2026-07-14 13:00:00+00:00,1797.1,1801.2999999999997,1795.0,1801.2999999999997,56.784819987752996,2.0,50.05842746647376,10.011685493294753,0.0,60,0,True,TP
FVG+Slope,2026-07-14 14:00:00+00:00,2026-07-15 12:00:00+00:00,1870.78,1904.26,1854.04,1904.26,186.46939068100357,2.0,11.275507765830342,2.2551015531660683,0.0,1320,2,True,TP
FVG+Slope,2026-07-15 14:00:00+00:00,2026-07-15 16:00:00+00:00,1925.21,1915.885062,1916.46,1942.71,-139.48037756799943,-1.0657071999999972,21.94911464,4.389822928,6.57071999999971,120,0,False,SL
FVG+Slope,2026-07-17 11:00:00+00:00,2026-07-17 12:00:00+00:00,1835.98,1832.660037,1833.21,1841.52,-165.33704131308212,-1.198542599277956,49.95479303968453,9.990958607936907,14.977369034519283,60,0,False,SL
FVG+Slope,2026-07-17 18:00:00+00:00,2026-07-17 19:00:00+00:00,1842.79,1834.459497,1835.01,1858.35,-142.5109986915152,-1.070758740359889,23.63270884961448,4.726541769922896,7.075874035988908,60,0,False,SL
FVG+Slope,2026-07-18 19:00:00+00:00,2026-07-19 02:00:00+00:00,1856.53,1872.2099999999998,1848.69,1872.2099999999998,171.46372448979562,2.0,23.78022959183698,4.756045918367397,0.0,420,0,True,TP
