sym,fold,variant,entry_time,exit_time,pnl,r_multiple,win,exit_type
XRP-USDT-SWAP,1,VAR_A,2025-07-20 08:00:00+00:00,2025-07-20 09:00:00+00:00,189.2255,2.0,1,TP
XRP-USDT-SWAP,3,VAR_A,2026-01-04 01:00:00+00:00,2026-01-04 02:00:00+00:00,-123.6373,-1.0393,0,SL
XRP-USDT-SWAP,5,VAR_A,2026-07-04 14:00:00+00:00,2026-07-04 15:00:00+00:00,186.3876,2.0,1,TP
LTC-USDT-SWAP,1,VAR_A,2025-07-10 18:00:00+00:00,2025-07-10 21:00:00+00:00,183.5604,2.0,1,TP
LTC-USDT-SWAP,2,VAR_A,2025-10-05 01:00:00+00:00,2025-10-05 02:00:00+00:00,183.7157,2.0,1,TP
BCH-USDT-SWAP,1,VAR_A,2025-05-09 09:00:00+00:00,2025-05-09 10:00:00+00:00,-111.8678,-1.0197,0,SL
BCH-USDT-SWAP,1,VAR_A,2025-05-09 11:00:00+00:00,2025-05-09 14:00:00+00:00,-109.9961,-1.0166,0,SL
BCH-USDT-SWAP,1,VAR_A,2025-06-16 14:00:00+00:00,2025-06-17 03:00:00+00:00,190.7732,2.0,1,TP
BCH-USDT-SWAP,1,VAR_A,2025-07-27 02:00:00+00:00,2025-07-27 06:00:00+00:00,187.8103,2.0,1,TP
BCH-USDT-SWAP,2,VAR_A,2025-10-27 14:00:00+00:00,2025-10-27 15:00:00+00:00,-115.5888,-1.0259,0,SL
BCH-USDT-SWAP,2,VAR_A,2025-10-28 09:00:00+00:00,2025-10-28 14:00:00+00:00,189.9113,2.0,1,TP
BCH-USDT-SWAP,3,VAR_A,2025-11-24 03:00:00+00:00,2025-11-24 04:00:00+00:00,-110.7414,-1.0178,0,SL
BCH-USDT-SWAP,3,VAR_A,2025-12-28 16:00:00+00:00,2025-12-28 18:00:00+00:00,-120.0441,-1.0333,0,SL
BCH-USDT-SWAP,5,VAR_A,2026-07-04 15:00:00+00:00,2026-07-04 22:00:00+00:00,186.7984,2.0,1,TP
BCH-USDT-SWAP,5,VAR_A,2026-07-11 15:00:00+00:00,2026-07-11 16:00:00+00:00,-123.7657,-1.0395,0,SL
DOGE-USDT-SWAP,1,VAR_A,2025-07-14 04:00:00+00:00,2025-07-14 05:00:00+00:00,191.6112,2.0,1,TP
DOGE-USDT-SWAP,1,VAR_A,2025-07-21 15:00:00+00:00,2025-07-21 18:00:00+00:00,-107.9556,-1.0132,0,SL
DOGE-USDT-SWAP,3,VAR_A,2026-01-04 01:00:00+00:00,2026-01-04 03:00:00+00:00,189.296,2.0,1,TP
DOGE-USDT-SWAP,3,VAR_A,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,-113.6812,-1.0227,0,SL
ADA-USDT-SWAP,1,VAR_A,2025-05-23 03:00:00+00:00,2025-05-23 04:00:00+00:00,-116.1337,-1.0268,0,SL
ADA-USDT-SWAP,1,VAR_A,2025-07-10 17:00:00+00:00,2025-07-10 18:00:00+00:00,189.1582,2.0,1,TP
ADA-USDT-SWAP,1,VAR_A,2025-07-20 02:00:00+00:00,2025-07-20 08:00:00+00:00,191.526,2.0,1,TP
ADA-USDT-SWAP,3,VAR_A,2026-01-04 01:00:00+00:00,2026-01-04 09:00:00+00:00,187.8118,2.0,1,TP
ADA-USDT-SWAP,3,VAR_A,2026-01-05 02:00:00+00:00,2026-01-05 04:00:00+00:00,-115.4482,-1.0256,0,SL
ADA-USDT-SWAP,3,VAR_A,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,-113.1616,-1.0218,0,SL
BNB-USDT-SWAP,1,VAR_A,2025-05-12 08:00:00+00:00,2025-05-12 10:00:00+00:00,185.8049,2.0,1,TP
BNB-USDT-SWAP,1,VAR_A,2025-07-11 17:00:00+00:00,2025-07-11 21:00:00+00:00,-131.1594,-1.0518,0,SL
BNB-USDT-SWAP,2,VAR_A,2025-09-12 18:00:00+00:00,2025-09-12 20:00:00+00:00,176.037,2.0,1,TP
BNB-USDT-SWAP,2,VAR_A,2025-09-19 05:00:00+00:00,2025-09-19 11:00:00+00:00,-130.0218,-1.0499,0,SL
BNB-USDT-SWAP,2,VAR_A,2025-10-05 03:00:00+00:00,2025-10-05 04:00:00+00:00,187.2239,2.0,1,TP
BNB-USDT-SWAP,3,VAR_A,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,-133.9663,-1.0565,0,SL
BNB-USDT-SWAP,4,VAR_A,2026-03-17 02:00:00+00:00,2026-03-17 03:00:00+00:00,-122.1431,-1.0368,0,SL
DOT-USDT-SWAP,1,VAR_A,2025-07-10 17:00:00+00:00,2025-07-10 21:00:00+00:00,187.8755,2.0,1,TP
DOT-USDT-SWAP,2,VAR_A,2025-08-10 04:00:00+00:00,2025-08-10 06:00:00+00:00,-117.6043,-1.0292,0,SL
DOT-USDT-SWAP,3,VAR_A,2026-01-02 15:00:00+00:00,2026-01-02 16:00:00+00:00,189.9757,2.0,1,TP
DOT-USDT-SWAP,3,VAR_A,2026-01-02 17:00:00+00:00,2026-01-02 19:00:00+00:00,190.8103,2.0,1,TP
DOT-USDT-SWAP,3,VAR_A,2026-01-04 10:00:00+00:00,2026-01-04 19:00:00+00:00,-118.3888,-1.0306,0,SL
DOT-USDT-SWAP,3,VAR_A,2026-01-05 02:00:00+00:00,2026-01-05 04:00:00+00:00,-116.3283,-1.0271,0,SL
ARB-USDT-SWAP,1,VAR_A,2025-06-11 13:00:00+00:00,2025-06-11 15:00:00+00:00,192.2605,2.0,1,TP
ARB-USDT-SWAP,1,VAR_A,2025-07-21 14:00:00+00:00,2025-07-21 16:00:00+00:00,-110.3425,-1.0171,0,SL
ARB-USDT-SWAP,3,VAR_A,2026-01-04 16:00:00+00:00,2026-01-04 19:00:00+00:00,-118.3748,-1.0305,0,SL
ARB-USDT-SWAP,3,VAR_A,2026-01-06 15:00:00+00:00,2026-01-06 16:00:00+00:00,-114.8898,-1.0247,0,SL
ARB-USDT-SWAP,5,VAR_A,2026-05-10 11:00:00+00:00,2026-05-10 14:00:00+00:00,-114.6761,-1.0244,0,SL
OP-USDT-SWAP,1,VAR_A,2025-06-11 13:00:00+00:00,2025-06-11 15:00:00+00:00,192.9572,2.0,1,TP
OP-USDT-SWAP,1,VAR_A,2025-07-10 17:00:00+00:00,2025-07-10 20:00:00+00:00,190.9791,2.0,1,TP
OP-USDT-SWAP,1,VAR_A,2025-07-13 08:00:00+00:00,2025-07-14 02:00:00+00:00,192.0153,2.0,1,TP
OP-USDT-SWAP,1,VAR_A,2025-07-14 03:00:00+00:00,2025-07-14 04:00:00+00:00,192.3431,2.0,1,TP
OP-USDT-SWAP,1,VAR_A,2025-07-21 14:00:00+00:00,2025-07-21 16:00:00+00:00,-109.6247,-1.0159,0,SL
OP-USDT-SWAP,2,VAR_A,2025-08-10 04:00:00+00:00,2025-08-10 06:00:00+00:00,-112.5601,-1.0208,0,SL
OP-USDT-SWAP,3,VAR_A,2026-01-02 17:00:00+00:00,2026-01-03 22:00:00+00:00,190.929,2.0,1,TP
OP-USDT-SWAP,3,VAR_A,2026-01-04 01:00:00+00:00,2026-01-04 12:00:00+00:00,188.1562,2.0,1,TP
OP-USDT-SWAP,3,VAR_A,2026-01-04 13:00:00+00:00,2026-01-04 16:00:00+00:00,188.5789,2.0,1,TP
OP-USDT-SWAP,3,VAR_A,2026-01-05 02:00:00+00:00,2026-01-05 04:00:00+00:00,-115.6388,-1.026,0,SL
OP-USDT-SWAP,3,VAR_A,2026-01-05 15:00:00+00:00,2026-01-05 18:00:00+00:00,190.2287,2.0,1,TP
OP-USDT-SWAP,3,VAR_A,2026-01-15 13:00:00+00:00,2026-01-15 14:00:00+00:00,-112.1733,-1.0202,0,SL
OP-USDT-SWAP,4,VAR_A,2026-04-17 14:00:00+00:00,2026-04-17 15:00:00+00:00,-110.4388,-1.0173,0,SL
OP-USDT-SWAP,5,VAR_A,2026-05-10 14:00:00+00:00,2026-05-10 20:00:00+00:00,-113.5837,-1.0225,0,SL
OP-USDT-SWAP,5,VAR_A,2026-07-04 20:00:00+00:00,2026-07-04 22:00:00+00:00,-114.4392,-1.024,0,SL
NEAR-USDT-SWAP,1,VAR_A,2025-05-12 08:00:00+00:00,2025-05-12 15:00:00+00:00,-108.8617,-1.0147,0,SL
NEAR-USDT-SWAP,1,VAR_A,2025-07-10 18:00:00+00:00,2025-07-10 21:00:00+00:00,189.4307,2.0,1,TP
NEAR-USDT-SWAP,1,VAR_A,2025-07-21 14:00:00+00:00,2025-07-21 16:00:00+00:00,-112.0715,-1.02,0,SL
NEAR-USDT-SWAP,2,VAR_A,2025-09-20 15:00:00+00:00,2025-09-21 01:00:00+00:00,-112.0828,-1.02,0,SL
NEAR-USDT-SWAP,3,VAR_A,2026-01-05 02:00:00+00:00,2026-01-05 03:00:00+00:00,188.7335,2.0,1,TP
NEAR-USDT-SWAP,3,VAR_A,2026-01-05 04:00:00+00:00,2026-01-05 05:00:00+00:00,-115.1416,-1.0251,0,SL
