research_id,run_date,strategy_name,symbol,n_trades,profit_factor,expectancy_r,win_rate,net_profit,max_drawdown,sharpe,mc_prob_profit,avg_hold_minutes,verdict,date,strategy,timeframe,symbols,method,n_oos,wr,pf,mdd,net,boot_p50,mc_prob,loo_floor
R026,2026-07-29,LiqSweep_filtered,PORTFOLIO,43.0,1.0342,0.3953,0.4651,109.58,-0.0703,0.1072,0.58,196.7,WATCHLIST,,,,,,,,,,,,,
R026,2026-07-29,FVG+Slope_baseline,PORTFOLIO,124.0,0.5359,-0.2258,0.2581,-5111.41,-0.5549,-3.4159,0.0,1156.0,BASELINE,,,,,,,,,,,,,
R026,2026-07-29,FVG+Slope_filtered,PORTFOLIO,53.0,0.3671,-0.434,0.1887,-3223.62,-0.3395,-3.6559,0.0,585.3,REJECT,,,,,,,,,,,,,
R026,2026-07-29,BreakStruct_baseline,PORTFOLIO,78.0,0.7381,-0.0769,0.3077,-1604.16,-0.1995,-1.2933,0.102,1379.2,BASELINE,,,,,,,,,,,,,
R026,2026-07-29,BreakStruct_filtered,PORTFOLIO,25.0,0.2305,-0.64,0.12,-1943.25,-0.1847,-3.7875,0.002,1144.8,REJECT,,,,,,,,,,,,,
R026,2026-07-29,VolComp_baseline,PORTFOLIO,76.0,0.7821,0.0263,0.3421,-1335.99,-0.1611,-1.0422,0.144,690.8,BASELINE,,,,,,,,,,,,,
R026,2026-07-29,VolComp_filtered,PORTFOLIO,6.0,0.3361,-0.5,0.1667,-377.43,-0.0343,-1.2372,0.062,340.0,REJECT,,,,,,,,,,,,,
R026,2026-07-29,Donchian_baseline,PORTFOLIO,78.0,0.7381,-0.0769,0.3077,-1604.16,-0.1995,-1.2933,0.102,1379.2,BASELINE,,,,,,,,,,,,,
R026,2026-07-29,Donchian_filtered,PORTFOLIO,25.0,0.2305,-0.64,0.12,-1943.25,-0.1847,-3.7875,0.002,1144.8,REJECT,,,,,,,,,,,,,
R026,2026-07-29,EMA_Pullback_baseline,PORTFOLIO,229.0,0.5974,-0.0699,0.31,-8155.23,-0.8188,-3.8293,0.0,690.7,BASELINE,,,,,,,,,,,,,
R026,2026-07-29,EMA_Pullback_filtered,PORTFOLIO,61.0,0.7135,-0.0164,0.3279,-1472.82,-0.1676,-1.2825,0.086,605.9,REJECT,,,,,,,,,,,,,
R027,2026-07-29,LiqSweep_Baseline,PORTFOLIO,114.0,0.5526,0.0263,0.3421,-5006.57,-0.4919,-3.1476,0.0,195.3,BASELINE,,,,,,,,,,,,,
R027,2026-07-29,LiqSweep_LowATR,PORTFOLIO,21.0,0.3252,-0.1429,0.2857,-1598.03,-0.1451,-2.5769,0.006,154.3,WATCHLIST,,,,,,,,,,,,,
R027,2026-07-29,LiqSweep_HighATR,PORTFOLIO,33.0,0.6967,0.0909,0.3636,-900.4,-0.1178,-1.0146,0.162,278.2,HIGHATR,,,,,,,,,,,,,
R027,2026-07-29,FVG+Slope_Baseline,PORTFOLIO,73.0,0.5987,-0.137,0.2877,-2569.79,-0.3278,-2.1435,0.014,1388.2,BASELINE,,,,,,,,,,,,,
R027,2026-07-29,FVG+Slope_LowATR,PORTFOLIO,37.0,1.089,0.3784,0.4595,240.41,-0.0876,0.2528,0.624,484.9,WATCHLIST,,,,,,,,,,,,,
R027,2026-07-29,FVG+Slope_HighATR,PORTFOLIO,37.0,0.463,-0.3514,0.2162,-1770.17,-0.1761,-2.287,0.026,1717.3,HIGHATR,,,,,,,,,,,,,
R028,2026-07-29,FVG+Slope_Baseline_4H,PORTFOLIO_9SYM,27.0,0.5856,-0.2222,0.2593,-915.35,-0.1082,-1.3348,0.082,0.0,Baseline,,,,,,,,,,,,,
R028,2026-07-29,FVG+Slope_LowATR_4H,PORTFOLIO_9SYM,16.0,2.1127,0.6875,0.5625,888.19,-0.0315,1.4366,0.9,0.0,REJECT,,,,,,,,,,,,,
R028,2026-07-29,FVG+Slope_HighATR_4H,PORTFOLIO_9SYM,5.0,0.4572,-0.4,0.2,-233.32,-0.022,-0.7672,0.296,0.0,HighATR,,,,,,,,,,,,,
R029,2026-07-29,FVG+Slope_Baseline_1H_9sym,PORTFOLIO_9SYM,176.0,0.5694,-0.1989,0.267,-6595.88,-0.6647,-3.6654,0.0,0.0,Baseline,,,,,,,,,,,,,
R029,2026-07-29,FVG+Slope_LowATR_1H_9sym,PORTFOLIO_9SYM,64.0,1.2053,0.4062,0.4688,909.93,-0.0689,0.7302,0.796,0.0,REJECT,,,,,,,,,,,,,
R029,2026-07-29,FVG+Slope_Baseline_1H_9sym,PORTFOLIO_9SYM,176.0,0.5694,-0.1989,0.267,-6595.88,-0.6647,-3.6654,0.0,0.0,Baseline,,,,,,,,,,,,,
R029,2026-07-29,FVG+Slope_LowATR_1H_9sym,PORTFOLIO_9SYM,64.0,1.2053,0.4062,0.4688,909.93,-0.0689,0.7302,0.796,0.0,REJECT,,,,,,,,,,,,,
R030,2026-07-29,ADX_Attribution_LowATR_FVG,PORTFOLIO_9SYM,64.0,1.4788,0.021,0.4688,909.93,0.0,0.0,0.0,0.0,REJECT,,,,,,,,,,,,,
R031,2026-07-29,BBWidth_Attribution_LowATR_FVG,PORTFOLIO_9SYM,64.0,1.1845,-0.0087,0.4688,909.93,0.0,0.0,0.0,0.0,VALIDATE_R032,,,,,,,,,,,,,
R032,2026-07-29,FVG+Slope_Baseline_1H_9sym,PORTFOLIO_9SYM,176.0,0.5694,-0.1989,0.267,-6595.88,-0.6647,-3.6654,0.0,0.0,ref_Baseline,,,,,,,,,,,,,
R032,2026-07-29,FVG+Slope_Low_ATR_1H_9sym,PORTFOLIO_9SYM,64.0,1.2053,0.4062,0.4688,909.93,-0.0689,0.7302,0.796,0.0,ref_Low ATR,,,,,,,,,,,,,
R032,2026-07-29,FVG+Slope_LowATR+BBW_p50_1H_9sym,PORTFOLIO_9SYM,55.0,1.2119,0.4182,0.4727,800.59,-0.0689,0.6965,0.77,0.0,ref_LowATR+BBW p50,,,,,,,,,,,,,
R032,2026-07-29,FVG+Slope_LowATR+BBW_p25_1H_9sym,PORTFOLIO_9SYM,35.0,0.955,0.2857,0.4286,-120.72,-0.0578,-0.1326,0.446,0.0,REJECT,,,,,,,,,,,,,
R033,,,,,,,,,,1.033,,,PROMOTE,2026-07-29,FVG+EMA200Slope+LowATR,1H,"BTC,ETH,SOL,LINK,AVAX,XRP,LTC,BCH,DOGE",walk-forward-5fold,114.0,0.4737,1.218,-0.0743,1708.18,1.2137,0.8516,1.145
R034,,,,,,,,,,-0.0001,,,REJECT,2026-07-29,FVG+EMA200Slope+LowATR,1H,"BTC,ETH,SOL,LINK,AVAX,XRP,LTC,BCH,DOGE,ADA,BNB,DOT,ARB,OP,NEAR,ATOM,SUI,APT,WIF,PEPE,ENA,UNI,FIL",walk-forward-5fold-maxhistory,858.0,0.3718,0.8652,-0.9466,-8992.52,0.8646,0.0208,0.7881
