label,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl,r_multiple,fees,spread_cost,sl_slippage,holding_minutes,funding_windows_crossed,win,exit_type
A  EMA200 Only,2026-05-14 15:00:00+00:00,2026-05-15 05:00:00+00:00,92.2,90.532832,90.56,95.48,-109.99851824390282,-1.0165658536585385,5.571122926829267,1.1142245853658532,1.6565853658538525,840,1,False,SL
A  EMA200 Only,2026-05-21 18:00:00+00:00,2026-05-22 18:00:00+00:00,87.57,86.114158,86.14,90.42999999999998,-110.90171292307659,-1.0180713286713268,6.072872657342688,1.2145745314685377,1.8071328671326845,1440,3,False,SL
A  EMA200 Only,2026-05-23 21:00:00+00:00,2026-05-24 14:00:00+00:00,87.04,84.704581,84.73,91.66000000000001,-106.66167742857138,-1.0110038961038958,3.71741517316017,0.743483034632034,1.100389610389584,1020,2,False,SL
A  EMA200 Only,2026-05-25 15:00:00+00:00,2026-05-25 18:00:00+00:00,86.28,85.864233,85.89,87.06,-139.69757430769317,-1.0660692307692354,22.069773461538425,4.413954692307685,6.606923076923547,180,0,False,SL
A  EMA200 Only,2026-06-12 15:00:00+00:00,2026-06-12 20:00:00+00:00,67.88,66.560026,66.58,70.47999999999999,-109.27784735384691,-1.0153646153846192,5.170770230769242,1.0341540461538483,1.5364615384619127,300,0,False,SL
A  EMA200 Only,2026-06-13 02:00:00+00:00,2026-06-13 03:00:00+00:00,67.41,66.919918,66.94,68.35,-125.69403208510735,-1.0427276595744728,14.290416808510672,2.8580833617021346,4.272765957447277,60,0,False,SL
A  EMA200 Only,2026-06-13 08:00:00+00:00,2026-06-13 13:00:00+00:00,67.33,68.14999999999999,66.92,68.14999999999999,180.1736585365852,2.0,16.52195121951233,3.3043902439024664,0.0,300,0,True,TP
A  EMA200 Only,2026-06-14 21:00:00+00:00,2026-06-14 22:00:00+00:00,67.75,68.47,67.39,68.47,177.29666666666662,2.0,18.919444444444476,3.783888888888895,0.0,60,0,True,TP
A  EMA200 Only,2026-06-20 05:00:00+00:00,2026-06-20 22:00:00+00:00,70.82,72.77999999999997,69.84,72.77999999999997,191.20816326530604,2.0,7.326530612244973,1.4653061224489947,0.0,1020,2,True,TP
A  EMA200 Only,2026-06-26 07:00:00+00:00,2026-06-29 12:00:00+00:00,69.98,74.04,67.95,74.04,195.7432512315271,2.0,3.547290640394087,0.7094581280788175,0.0,4620,9,True,TP
A  EMA200 Only,2026-07-10 02:00:00+00:00,2026-07-10 14:00:00+00:00,79.03,77.86663300000001,77.89,81.31,-112.35719121052512,-1.0204973684210468,6.881431271929822,1.3762862543859644,2.04973684210467,720,1,False,SL
A  EMA200 Only,2026-07-14 23:00:00+00:00,2026-07-15 02:00:00+00:00,77.58,77.056876,77.08,78.58,-127.80602511999828,-1.0462479999999914,15.463687600000002,3.0927375200000005,4.624799999999141,180,0,False,SL
A  EMA200 Only,2026-07-15 04:00:00+00:00,2026-07-15 10:00:00+00:00,77.75,77.15684600000002,77.18,78.88999999999999,-124.4301943157866,-1.0406210526315636,13.588319824561568,2.7176639649123135,4.062105263156367,360,0,False,SL
A  EMA200 Only,2026-07-15 12:00:00+00:00,2026-07-15 13:00:00+00:00,77.48,77.86,77.29,77.86,150.94526315789415,2.0,40.87894736842154,8.175789473684308,0.0,60,0,True,TP
A  EMA200 Only,2026-07-15 23:00:00+00:00,2026-07-16 00:00:00+00:00,77.44,77.226825,77.25,77.82,-173.23689210525862,-1.1219736842105006,40.70179605263207,8.140359210526414,12.197368421050061,60,0,False,SL
A  EMA200 Only,2026-07-16 06:00:00+00:00,2026-07-16 07:00:00+00:00,77.43,76.666993,76.69,78.91000000000003,-118.7124588918897,-1.0310905405405302,10.41195898648636,2.082391797297272,3.1090540540530256,60,0,False,SL
A  EMA200 Only,2026-07-19 15:00:00+00:00,2026-07-19 16:00:00+00:00,76.38,75.967203,75.99,77.16,-135.1288004615369,-1.0584538461538386,19.53169269230766,3.9063385384615326,5.845384615383855,60,0,False,SL
A  EMA200 Only,2026-07-20 00:00:00+00:00,2026-07-20 01:00:00+00:00,76.33,77.33,75.83,77.33,181.5608,2.0,15.366,3.0732,0.0,60,0,True,TP
A  EMA200 Only,2026-07-20 10:00:00+00:00,2026-07-20 14:00:00+00:00,76.43,75.997194,76.02,77.25000000000003,-133.4312966829273,-1.0556243902439078,18.588682195121464,3.717736439024293,5.562439024390772,240,0,False,SL
A  EMA200 Only,2026-07-20 16:00:00+00:00,2026-07-23 15:00:00+00:00,77.73,76.027185,76.05,81.09000000000002,-108.20739946428499,-1.0135803571428537,4.576106696428553,0.9152213392857106,1.358035714285367,4260,8,False,SL
A  EMA200 Only,2026-07-26 23:00:00+00:00,2026-07-27 14:00:00+00:00,76.67,75.587317,75.61,78.79,-112.89815001886802,-1.0213990566037743,7.181948915094325,1.436389783018865,2.139905660377418,900,1,False,SL
A  EMA200 Only,2026-07-27 20:00:00+00:00,2026-07-27 22:00:00+00:00,75.95,75.42736500000001,75.45,76.95,-127.21928379999758,-1.045269999999988,15.1377365,3.0275473,4.526999999998793,120,0,False,SL
B  FVG + EMA200,2026-05-08 19:00:00+00:00,2026-05-09 01:00:00+00:00,92.28,93.64000000000001,91.6,93.64000000000001,183.59529411764723,2.0,13.670588235293982,2.7341176470587967,0.0,360,0,True,TP
B  FVG + EMA200,2026-05-09 02:00:00+00:00,2026-05-09 15:00:00+00:00,93.43,92.34228900000001,92.37,95.55000000000001,-115.7439031509427,-1.0261424528301852,8.7628438207547,1.7525687641509402,2.614245283018531,780,1,False,SL
B  FVG + EMA200,2026-05-10 05:00:00+00:00,2026-05-10 07:00:00+00:00,93.28,93.56,93.14,93.56,89.99571183533507,2.0,50.07504288164666,10.015008576329333,0.0,120,0,True,TP
B  FVG + EMA200,2026-05-10 10:00:00+00:00,2026-05-10 11:00:00+00:00,94.26,93.961803,93.99,94.80000000000003,-162.7137339999914,-1.1044333333332983,34.85588944444313,6.971177888888626,10.443333333329823,60,0,False,SL
B  FVG + EMA200,2026-05-10 15:00:00+00:00,2026-05-10 16:00:00+00:00,93.83,94.24999999999999,93.62,94.24999999999999,146.26285714285555,2.0,44.78095238095371,8.956190476190741,0.0,60,0,True,TP
B  FVG + EMA200,2026-05-10 18:00:00+00:00,2026-05-10 20:00:00+00:00,96.44,94.721575,94.75,99.82,-110.15070680473357,-1.0168195266272182,5.655667899408291,1.1311335798816584,1.6819526627218122,120,0,False,SL
B  FVG + EMA200,2026-05-11 00:00:00+00:00,2026-05-11 01:00:00+00:00,96.42,95.89122400000001,95.92,97.42,-134.58774687999738,-1.057551999999987,19.2311224,3.84622448,5.755199999998695,60,0,False,SL
B  FVG + EMA200,2026-05-11 17:00:00+00:00,2026-05-12 01:00:00+00:00,97.29,96.411068,96.44,98.99000000000002,-120.4805459764698,-1.0340376470588202,11.394180470588122,2.2788360941176244,3.4037647058820264,480,1,False,SL
B  FVG + EMA200,2026-05-12 19:00:00+00:00,2026-05-12 20:00:00+00:00,94.51,94.89000000000003,94.32,94.89000000000003,140.1894736842143,2.0,49.84210526315478,9.968421052630957,0.0,60,0,True,TP
B  FVG + EMA200,2026-05-13 03:00:00+00:00,2026-05-13 04:00:00+00:00,95.17,95.59000000000002,94.96,95.59000000000002,145.49714285714492,2.0,45.419047619045905,9.083809523809181,0.0,60,0,True,TP
B  FVG + EMA200,2026-05-13 10:00:00+00:00,2026-05-13 11:00:00+00:00,95.66,95.47135,95.5,95.97999999999999,-173.52018084883676,-1.1790624999999972,49.95069778381768,9.990139556763538,14.974911143633156,60,0,False,SL
B  FVG + EMA200,2026-05-14 16:00:00+00:00,2026-05-15 01:00:00+00:00,93.09,91.84243900000001,91.87,95.53,-113.61323470491665,-1.0225909836065505,7.579198319672138,1.5158396639344278,2.259098360655044,540,1,False,SL
B  FVG + EMA200,2026-06-13 02:00:00+00:00,2026-06-13 03:00:00+00:00,67.41,66.919918,66.94,68.35,-125.69403208510735,-1.0427276595744728,14.290416808510672,2.8580833617021346,4.272765957447277,60,0,False,SL
B  FVG + EMA200,2026-06-13 08:00:00+00:00,2026-06-13 13:00:00+00:00,67.33,68.14999999999999,66.92,68.14999999999999,180.1736585365852,2.0,16.52195121951233,3.3043902439024664,0.0,300,0,True,TP
B  FVG + EMA200,2026-06-14 22:00:00+00:00,2026-06-15 15:00:00+00:00,70.11,74.83,67.75,74.83,196.3150847457627,2.0,3.0707627118644076,0.6141525423728815,0.0,1020,2,True,TP
