feat_a,val_a,feat_b,val_b,n,win_rate,profit_factor,expectancy_r
dist_from_low20_pct,0,hour_utc,0,228,0.31140350877192985,0.832310540255083,-0.06578947368421051
adx14,1,rel_vol,2,216,0.30092592592592593,0.8320662798704138,-0.09722222222222221
atr_rank_pct,0,realized_vol,0,359,0.30919220055710306,0.8282385156138821,-0.07242339832869082
rsi14,0,dist_from_ema200_pct,0,223,0.3094170403587444,0.8272962246205534,-0.0717488789237668
atr_rank_pct,1,ema200_slope_pct,0,225,0.3022222222222222,0.8256720212718989,-0.09333333333333338
adx14,2,bb_width,2,262,0.3015267175572519,0.825606723532424,-0.09541984732824427
atr_rank_pct,1,dist_from_low20_pct,0,201,0.30845771144278605,0.8255068075321561,-0.0746268656716419
atr_rank_pct,1,bb_width,0,197,0.30456852791878175,0.8236486621105285,-0.08629441624365475
realized_vol,0,rel_vol,2,195,0.30256410256410254,0.8221575242482827,-0.09230769230769231
dist_from_ema200_pct,0,realized_vol,1,202,0.30198019801980197,0.8213206118527938,-0.09405940594059403
atr_rank_pct,0,hour_utc,2,170,0.3058823529411765,0.8196664833076615,-0.08235294117647052
rsi14,2,rel_vol,2,359,0.29526462395543174,0.8124760098842445,-0.11420612813370479
adx14,1,regime_code,0,319,0.30094043887147337,0.8117812304719335,-0.09717868338557989
adx14,1,ema200_slope_pct,0,254,0.2992125984251969,0.8107670422584424,-0.10236220472440938
bb_width,1,regime_code,1,270,0.3,0.8096895265899167,-0.09999999999999998
realized_vol,1,regime_code,0,294,0.29931972789115646,0.8086529666978478,-0.10204081632653061
rsi14,0,ema200_slope_pct,1,229,0.3056768558951965,0.8075673847334196,-0.08296943231441045
adx14,1,hour_utc,1,155,0.2967741935483871,0.8024941040225108,-0.10967741935483877
hour_utc,2,session_code,1,278,0.29856115107913667,0.7993098460331386,-0.10431654676259006
rsi14,0,ema200_slope_pct,0,146,0.3013698630136986,0.7982155156647978,-0.09589041095890416
ema200_slope_pct,0,dist_from_low20_pct,2,225,0.29333333333333333,0.7973366464505024,-0.12
atr_rank_pct,0,rel_vol,1,215,0.29767441860465116,0.796720942012761,-0.10697674418604652
dist_from_ema200_pct,2,realized_vol,1,180,0.29444444444444445,0.7950149141731067,-0.11666666666666659
dist_from_ema200_pct,0,hour_utc,0,245,0.2979591836734694,0.7938951338495563,-0.10612244897959178
ema200_slope_pct,2,dist_from_ema200_pct,2,500,0.294,0.7936261226388891,-0.118
adx14,1,dist_from_ema200_pct,2,136,0.29411764705882354,0.7917748331383976,-0.11764705882352933
dist_from_ema200_pct,0,session_code,1,258,0.29457364341085274,0.7916925945236548,-0.11627906976744173
dist_from_low20_pct,1,regime_code,1,258,0.29457364341085274,0.7912952157934311,-0.11627906976744173
ema200_slope_pct,2,realized_vol,2,247,0.291497975708502,0.7872538553714645,-0.125506072874494
adx14,1,realized_vol,0,190,0.3,0.7868910888723127,-0.09999999999999998
rsi14,2,dist_from_low20_pct,2,357,0.28851540616246496,0.7847457513248087,-0.13445378151260512
session_code,1,rel_vol,1,276,0.29347826086956524,0.7831963102250656,-0.11956521739130432
realized_vol,2,regime_code,0,320,0.290625,0.7813726676514066,-0.12812499999999993
adx14,2,regime_code,1,595,0.2907563025210084,0.7765790188262843,-0.12773109243697467
ema200_slope_pct,2,rel_vol,2,175,0.2857142857142857,0.7754790716273771,-0.1428571428571429
rsi14,0,bb_width,0,208,0.2980769230769231,0.7748013318309721,-0.10576923076923073
rsi14,1,bb_width,2,177,0.288135593220339,0.7730504295742553,-0.13559322033898302
atr_rank_pct,0,dist_from_low20_pct,1,235,0.28936170212765955,0.7725777310351828,-0.13191489361702136
adx14,2,dist_from_ema200_pct,2,293,0.28668941979522183,0.7724528706793453,-0.13993174061433444
bb_width,1,realized_vol,1,244,0.29098360655737704,0.7718829790248994,-0.12704918032786894
adx14,0,dist_from_ema200_pct,0,231,0.29004329004329005,0.7707583042537265,-0.1298701298701298
rsi14,2,session_code,1,287,0.2857142857142857,0.7699960337884123,-0.1428571428571429
atr_rank_pct,1,dist_from_ema200_pct,2,171,0.28654970760233917,0.7698444769119244,-0.14035087719298256
dist_from_ema200_pct,0,session_code,0,264,0.2916666666666667,0.7691510121871366,-0.12499999999999989
rsi14,0,dist_from_low20_pct,1,175,0.2914285714285714,0.7674713071640052,-0.12571428571428578
dist_from_low20_pct,2,bb_width,2,422,0.2843601895734597,0.7633282770709421,-0.14691943127962082
rsi14,1,hour_utc,1,200,0.285,0.7626074200697223,-0.14500000000000013
rsi14,0,realized_vol,0,210,0.29523809523809524,0.7623445927257116,-0.11428571428571421
realized_vol,1,rel_vol,2,199,0.2814070351758794,0.7594443865693251,-0.15577889447236182
atr_rank_pct,2,dist_from_ema200_pct,0,144,0.2847222222222222,0.7587280996754966,-0.14583333333333337
ema200_slope_pct,2,rel_vol,1,193,0.2849740932642487,0.7585497833147687,-0.14507772020725385
atr_rank_pct,2,bb_width,2,328,0.28353658536585363,0.7570542423947133,-0.14939024390243916
dist_from_low20_pct,2,regime_code,0,255,0.2823529411764706,0.7568637485296649,-0.15294117647058825
adx14,2,dist_from_low20_pct,1,172,0.28488372093023256,0.7551294467007242,-0.14534883720930225
rsi14,2,hour_utc,1,210,0.28095238095238095,0.7544341269159663,-0.15714285714285714
dist_from_low20_pct,1,bb_width,0,198,0.2828282828282828,0.754314870052368,-0.1515151515151515
bb_width,0,regime_code,1,239,0.28870292887029286,0.7533633290304312,-0.13389121338912136
atr_rank_pct,1,regime_code,0,319,0.2852664576802508,0.7531476315400696,-0.14420062695924762
dist_from_low20_pct,2,realized_vol,1,188,0.28191489361702127,0.7523834919696478,-0.1542553191489362
dist_from_ema200_pct,1,bb_width,1,210,0.2857142857142857,0.7497175771016313,-0.1428571428571429
bb_width,1,session_code,1,283,0.2826855123674912,0.7494312281097851,-0.15194346289752647
rsi14,1,ema200_slope_pct,2,170,0.2823529411764706,0.7463813514018041,-0.15294117647058825
atr_rank_pct,1,dist_from_ema200_pct,0,212,0.2830188679245283,0.7463353719334963,-0.15094339622641517
dist_from_low20_pct,2,hour_utc,1,198,0.2777777777777778,0.7459747497885733,-0.16666666666666663
rsi14,1,dist_from_ema200_pct,0,241,0.2821576763485477,0.7450625658953636,-0.15352697095435686
adx14,0,rsi14,1,224,0.28125,0.7447067474989519,-0.15625
dist_from_low20_pct,0,bb_width,1,142,0.2887323943661972,0.7446698740377742,-0.13380281690140838
rsi14,2,ema200_slope_pct,2,205,0.2780487804878049,0.7445217987062217,-0.1658536585365853
dist_from_low20_pct,1,regime_code,0,335,0.28059701492537314,0.739774546844955,-0.15820895522388057
dist_from_low20_pct,1,realized_vol,2,164,0.2804878048780488,0.7384461032797068,-0.15853658536585358
regime_code,1,rel_vol,2,279,0.27598566308243727,0.7379198103779824,-0.17204301075268813
ema200_slope_pct,1,hour_utc,2,201,0.2835820895522388,0.7341017417602039,-0.14925373134328368
hour_utc,1,rel_vol,1,201,0.27860696517412936,0.7297942393654567,-0.16417910447761186
dist_from_ema200_pct,1,rel_vol,1,186,0.27956989247311825,0.727540152505378,-0.16129032258064524
rsi14,2,realized_vol,1,208,0.27403846153846156,0.7264874521705128,-0.1778846153846153
ema200_slope_pct,0,dist_from_ema200_pct,1,117,0.27350427350427353,0.7234877205632385,-0.1794871794871794
dist_from_ema200_pct,2,dist_from_low20_pct,2,287,0.27177700348432055,0.722273818002262,-0.18466898954703836
dist_from_ema200_pct,0,dist_from_low20_pct,0,249,0.28112449799196787,0.721607195132339,-0.15662650602409645
regime_code,1,rel_vol,1,287,0.27526132404181186,0.7191105469408785,-0.17421602787456447
bb_width,0,rel_vol,2,223,0.273542600896861,0.7190160980534855,-0.179372197309417
rsi14,1,realized_vol,0,205,0.2780487804878049,0.718439692029371,-0.1658536585365853
rsi14,2,bb_width,2,255,0.27058823529411763,0.7168958964617326,-0.18823529411764717
dist_from_ema200_pct,0,regime_code,0,367,0.27520435967302453,0.71676371093832,-0.17438692098092645
adx14,1,bb_width,0,209,0.27751196172248804,0.7139713147591279,-0.16746411483253587
rsi14,1,dist_from_low20_pct,2,195,0.2717948717948718,0.7138637341419208,-0.18461538461538474
adx14,1,rel_vol,1,171,0.27485380116959063,0.7136713896324844,-0.17543859649122806
adx14,2,realized_vol,2,174,0.27011494252873564,0.7121237897189214,-0.18965517241379304
atr_rank_pct,1,session_code,2,121,0.2727272727272727,0.7113458029408077,-0.18181818181818188
rsi14,2,regime_code,1,367,0.26975476839237056,0.7098977311833753,-0.19073569482288832
dist_from_low20_pct,0,hour_utc,2,172,0.27906976744186046,0.708821655441501,-0.16279069767441856
rsi14,0,bb_width,1,224,0.2767857142857143,0.7075803752239296,-0.1696428571428571
atr_rank_pct,1,adx14,0,198,0.2727272727272727,0.7074554869247341,-0.18181818181818188
atr_rank_pct,2,dist_from_low20_pct,2,324,0.26851851851851855,0.7066125673170988,-0.1944444444444443
adx14,1,dist_from_ema200_pct,0,242,0.2727272727272727,0.7060598889988483,-0.18181818181818188
adx14,1,rsi14,1,206,0.27184466019417475,0.7051310912028956,-0.18446601941747576
adx14,0,realized_vol,2,208,0.2692307692307692,0.7047004643143377,-0.1923076923076924
ema200_slope_pct,0,bb_width,1,204,0.2696078431372549,0.7036297079351641,-0.1911764705882354
ema200_slope_pct,0,rel_vol,2,230,0.26521739130434785,0.6997306203224661,-0.20434782608695645
realized_vol,2,hour_utc,1,174,0.26436781609195403,0.6990380381154732,-0.2068965517241379
atr_rank_pct,1,hour_utc,2,201,0.26865671641791045,0.6979125808604677,-0.19402985074626866
atr_rank_pct,2,ema200_slope_pct,1,189,0.2698412698412698,0.6976196262974865,-0.19047619047619058
dist_from_ema200_pct,0,hour_utc,2,166,0.2710843373493976,0.6974493108930516,-0.18674698795180722
adx14,1,realized_vol,1,190,0.26842105263157895,0.6971671709813531,-0.1947368421052632
ema200_slope_pct,2,bb_width,1,223,0.26905829596412556,0.6947030351756397,-0.19282511210762332
ema200_slope_pct,0,bb_width,2,169,0.26627218934911245,0.6933816935307613,-0.20118343195266264
atr_rank_pct,1,realized_vol,1,226,0.26548672566371684,0.688551748991193,-0.20353982300884954
atr_rank_pct,2,adx14,0,200,0.265,0.6865060422589386,-0.20499999999999996
dist_from_low20_pct,2,session_code,1,267,0.26217228464419473,0.6863362531054621,-0.2134831460674158
ema200_slope_pct,0,dist_from_low20_pct,0,159,0.27044025157232704,0.6858210902642186,-0.18867924528301894
atr_rank_pct,2,rel_vol,2,234,0.2606837606837607,0.685410843571776,-0.21794871794871795
bb_width,1,regime_code,0,323,0.26625386996904027,0.684038726064794,-0.20123839009287925
rsi14,1,dist_from_ema200_pct,2,171,0.2631578947368421,0.6826379524825105,-0.21052631578947378
dist_from_ema200_pct,0,regime_code,1,229,0.2663755458515284,0.6795188373230161,-0.20087336244541476
dist_from_ema200_pct,2,rel_vol,1,191,0.2617801047120419,0.6787919451347467,-0.2146596858638744
rsi14,1,regime_code,0,346,0.2630057803468208,0.6780773298303251,-0.2109826589595375
dist_from_ema200_pct,2,bb_width,2,288,0.2604166666666667,0.6767150158863983,-0.2187499999999999
ema200_slope_pct,0,realized_vol,1,207,0.2608695652173913,0.6723324791472438,-0.21739130434782605
atr_rank_pct,2,adx14,1,172,0.2616279069767442,0.6722885134454996,-0.21511627906976738
ema200_slope_pct,1,rel_vol,1,182,0.26373626373626374,0.6713170481725665,-0.20879120879120883
adx14,2,dist_from_low20_pct,2,248,0.25806451612903225,0.6691493601114127,-0.22580645161290325
hour_utc,2,rel_vol,2,179,0.2569832402234637,0.6679615318285905,-0.22905027932960886
ema200_slope_pct,0,regime_code,1,234,0.2606837606837607,0.6666255262053681,-0.21794871794871795
adx14,2,rel_vol,1,205,0.25853658536585367,0.6627976318346159,-0.224390243902439
adx14,2,bb_width,1,189,0.25925925925925924,0.6626101381682811,-0.2222222222222222
ema200_slope_pct,0,hour_utc,2,185,0.2594594594594595,0.6614350865853114,-0.22162162162162158
atr_rank_pct,2,rel_vol,0,175,0.26285714285714284,0.6608703918259219,-0.2114285714285714
adx14,0,bb_width,1,196,0.2602040816326531,0.659748208294428,-0.21938775510204078
ema200_slope_pct,0,regime_code,0,361,0.25761772853185594,0.65950155302215,-0.22714681440443218
atr_rank_pct,2,regime_code,0,295,0.2576271186440678,0.659255377374321,-0.2271186440677967
dist_from_low20_pct,1,session_code,1,238,0.25630252100840334,0.6586889077200182,-0.23109243697478998
atr_rank_pct,2,realized_vol,2,360,0.25555555555555554,0.658608361338981,-0.2333333333333334
hour_utc,0,rel_vol,1,221,0.2579185520361991,0.6582219327195974,-0.2262443438914027
rsi14,0,rel_vol,1,180,0.2611111111111111,0.6551870264241648,-0.21666666666666667
rsi14,2,rel_vol,1,172,0.2558139534883721,0.6533130553040978,-0.2325581395348837
dist_from_low20_pct,1,bb_width,1,280,0.2571428571428571,0.6532075642150196,-0.22857142857142865
rsi14,1,realized_vol,2,205,0.25365853658536586,0.6521447706041601,-0.23902439024390243
realized_vol,1,rel_vol,1,203,0.2561576354679803,0.6516347489580325,-0.23152709359605905
atr_rank_pct,2,rsi14,0,178,0.25842696629213485,0.6487009339213011,-0.2247191011235955
ema200_slope_pct,2,dist_from_low20_pct,2,219,0.2511415525114155,0.6479162351846097,-0.2465753424657534
dist_from_low20_pct,1,realized_vol,0,192,0.2552083333333333,0.6476474845261079,-0.2343750000000001
ema200_slope_pct,2,dist_from_low20_pct,1,208,0.2548076923076923,0.6473464125070696,-0.23557692307692313
realized_vol,0,hour_utc,0,205,0.25853658536585367,0.6455499225016522,-0.224390243902439
atr_rank_pct,2,rsi14,2,232,0.25,0.645117273427883,-0.25
rsi14,1,ema200_slope_pct,0,245,0.2530612244897959,0.644111733913788,-0.24081632653061236
adx14,1,dist_from_low20_pct,1,226,0.252212389380531,0.6423599175863853,-0.243362831858407
adx14,1,ema200_slope_pct,2,126,0.25396825396825395,0.6421732446613068,-0.23809523809523814
realized_vol,0,session_code,0,225,0.2577777777777778,0.6416258110953258,-0.22666666666666668
realized_vol,2,session_code,1,238,0.24789915966386555,0.6381195676718756,-0.25630252100840334
dist_from_ema200_pct,2,dist_from_low20_pct,1,195,0.2512820512820513,0.6376029465560054,-0.24615384615384617
atr_rank_pct,0,dist_from_ema200_pct,0,240,0.25416666666666665,0.633766644591969,-0.23750000000000004
adx14,0,hour_utc,2,186,0.25268817204301075,0.6335238977171361,-0.24193548387096775
rsi14,2,hour_utc,2,230,0.24782608695652175,0.6328524911821288,-0.25652173913043474
dist_from_low20_pct,1,hour_utc,2,195,0.2512820512820513,0.6317513844392657,-0.24615384615384617
atr_rank_pct,2,hour_utc,1,203,0.24630541871921183,0.6312894805596531,-0.2610837438423645
rsi14,1,hour_utc,2,163,0.25153374233128833,0.6309738556526117,-0.245398773006135
dist_from_ema200_pct,1,session_code,2,115,0.25217391304347825,0.6301472961057427,-0.24347826086956526
hour_utc,2,rel_vol,0,223,0.2556053811659193,0.6299341474048972,-0.23318385650224205
session_code,0,rel_vol,1,244,0.25,0.6294149266491432,-0.25
adx14,2,rel_vol,2,188,0.24468085106382978,0.6274424450324153,-0.2659574468085107
session_code,2,rel_vol,2,102,0.24509803921568626,0.6273420707401601,-0.2647058823529412
ema200_slope_pct,0,dist_from_ema200_pct,0,467,0.24839400428265523,0.6244339508351812,-0.2548179871520343
rsi14,1,bb_width,1,186,0.24731182795698925,0.6243057108619368,-0.25806451612903225
realized_vol,2,rel_vol,1,188,0.24468085106382978,0.6223783409091219,-0.2659574468085107
rsi14,2,dist_from_low20_pct,0,56,0.25,0.6219238727896828,-0.25
realized_vol,0,rel_vol,1,204,0.25,0.6210138583143264,-0.25
dist_from_ema200_pct,1,hour_utc,2,204,0.25,0.6198904364535301,-0.25
atr_rank_pct,1,rel_vol,1,203,0.24630541871921183,0.6190925700878808,-0.2610837438423645
hour_utc,2,regime_code,1,276,0.2463768115942029,0.6175867511800505,-0.2608695652173913
adx14,0,ema200_slope_pct,0,221,0.24434389140271492,0.6144332532765471,-0.2669683257918552
dist_from_ema200_pct,0,bb_width,0,260,0.24615384615384617,0.6079756897871106,-0.2615384615384615
ema200_slope_pct,0,bb_width,0,222,0.24324324324324326,0.6036500538893231,-0.2702702702702703
dist_from_low20_pct,1,rel_vol,2,189,0.23809523809523808,0.6035862727923899,-0.2857142857142857
adx14,1,hour_utc,2,202,0.24257425742574257,0.6019970202540935,-0.2722772277227723
rsi14,1,rel_vol,1,243,0.23868312757201646,0.5994904427131478,-0.2839506172839506
realized_vol,0,regime_code,1,292,0.24315068493150685,0.5967656738134185,-0.2705479452054795
dist_from_ema200_pct,0,bb_width,1,184,0.2391304347826087,0.5943098850751009,-0.28260869565217395
dist_from_ema200_pct,0,hour_utc,1,185,0.23783783783783785,0.5929276243271817,-0.28648648648648645
rsi14,1,dist_from_low20_pct,1,236,0.23728813559322035,0.5928250452088764,-0.28813559322033894
atr_rank_pct,2,realized_vol,1,184,0.2391304347826087,0.5928007724943641,-0.28260869565217395
adx14,0,dist_from_low20_pct,2,162,0.2345679012345679,0.5917397366396944,-0.2962962962962964
rsi14,2,ema200_slope_pct,0,204,0.23529411764705882,0.5915578267058726,-0.2941176470588235
bb_width,1,realized_vol,0,163,0.2392638036809816,0.5907931587042863,-0.28220858895705525
atr_rank_pct,2,ema200_slope_pct,0,174,0.23563218390804597,0.5900632895708158,-0.2931034482758621
atr_rank_pct,2,session_code,1,297,0.2356902356902357,0.5890031049366352,-0.2929292929292929
dist_from_ema200_pct,0,rel_vol,2,176,0.23295454545454544,0.586027689234854,-0.3011363636363637
hour_utc,2,regime_code,0,299,0.23745819397993312,0.5831712477297817,-0.2876254180602006
atr_rank_pct,2,dist_from_ema200_pct,2,245,0.23265306122448978,0.5823041152007938,-0.3020408163265306
adx14,2,dist_from_ema200_pct,0,123,0.23577235772357724,0.5768081238963036,-0.2926829268292682
adx14,0,session_code,2,81,0.2345679012345679,0.5762529861585679,-0.2962962962962964
adx14,2,rsi14,2,283,0.22968197879858657,0.5726278196605796,-0.3109540636042403
dist_from_low20_pct,1,hour_utc,1,170,0.22941176470588234,0.5725955854922549,-0.311764705882353
bb_width,2,hour_utc,2,204,0.23039215686274508,0.5695522862771277,-0.3088235294117648
dist_from_ema200_pct,0,dist_from_low20_pct,1,191,0.23036649214659685,0.5687532141497346,-0.3089005235602094
bb_width,0,session_code,2,103,0.23300970873786409,0.5684032861344955,-0.30097087378640774
adx14,2,hour_utc,2,187,0.22994652406417113,0.5637854519229454,-0.3101604278074866
bb_width,2,rel_vol,1,203,0.22660098522167488,0.5619655531337346,-0.3201970443349754
ema200_slope_pct,0,session_code,1,273,0.2271062271062271,0.5599104465066683,-0.3186813186813187
atr_rank_pct,2,regime_code,1,291,0.2268041237113402,0.5590292710014508,-0.3195876288659794
atr_rank_pct,0,ema200_slope_pct,0,196,0.22959183673469388,0.5577589964471166,-0.3112244897959184
regime_code,0,rel_vol,1,308,0.22727272727272727,0.5556650669839764,-0.3181818181818182
adx14,2,realized_vol,0,206,0.22815533980582525,0.5536806296300415,-0.31553398058252424
atr_rank_pct,2,dist_from_low20_pct,0,96,0.22916666666666666,0.5511577350509218,-0.31250000000000006
atr_rank_pct,2,ema200_slope_pct,2,223,0.2242152466367713,0.5509425692084156,-0.3273542600896861
ema200_slope_pct,1,session_code,2,115,0.22608695652173913,0.544775375600046,-0.3217391304347826
adx14,0,rel_vol,1,219,0.2237442922374429,0.544369520476676,-0.3287671232876713
atr_rank_pct,2,dist_from_ema200_pct,1,197,0.2233502538071066,0.5404172165420429,-0.3299492385786802
ema200_slope_pct,0,session_code,2,91,0.21978021978021978,0.534520206293367,-0.34065934065934067
rsi14,0,hour_utc,2,182,0.22527472527472528,0.5338068948116896,-0.3241758241758242
atr_rank_pct,2,rsi14,1,176,0.2159090909090909,0.5239479410765907,-0.35227272727272724
dist_from_ema200_pct,0,rel_vol,1,218,0.21559633027522937,0.5181969166507009,-0.35321100917431186
realized_vol,0,session_code,2,115,0.21739130434782608,0.5177319998749571,-0.3478260869565218
rsi14,2,session_code,2,123,0.21138211382113822,0.5170527673204746,-0.3658536585365853
ema200_slope_pct,0,dist_from_low20_pct,1,211,0.2132701421800948,0.5169615512072684,-0.36018957345971564
dist_from_low20_pct,2,rel_vol,1,208,0.21153846153846154,0.5144108549584229,-0.36538461538461536
realized_vol,2,session_code,2,103,0.21359223300970873,0.5136756938930173,-0.3592233009708738
realized_vol,2,hour_utc,2,193,0.21243523316062177,0.5126163258073786,-0.3626943005181347
dist_from_ema200_pct,2,hour_utc,2,205,0.2097560975609756,0.5055214555670462,-0.3707317073170732
dist_from_ema200_pct,0,realized_vol,0,238,0.21428571428571427,0.5043432733252331,-0.35714285714285715
ema200_slope_pct,0,rel_vol,1,220,0.20909090909090908,0.5009524188206989,-0.37272727272727274
hour_utc,2,rel_vol,1,173,0.20809248554913296,0.49653656291816417,-0.37572254335260113
atr_rank_pct,2,adx14,2,214,0.205607476635514,0.49324422962482123,-0.38317757009345793
atr_rank_pct,2,bb_width,1,189,0.20634920634920634,0.49318496448816435,-0.38095238095238104
dist_from_low20_pct,2,hour_utc,2,208,0.20192307692307693,0.485134522585754,-0.3942307692307693
session_code,2,regime_code,1,157,0.20382165605095542,0.48421178705626783,-0.3885350318471338
dist_from_low20_pct,1,rel_vol,1,208,0.20192307692307693,0.4810997578252569,-0.3942307692307693
ema200_slope_pct,0,hour_utc,1,200,0.2,0.4782062110650453,-0.4
dist_from_low20_pct,2,realized_vol,0,30,0.2,0.47731790149642644,-0.4
rsi14,0,session_code,2,87,0.20689655172413793,0.4761371084811193,-0.37931034482758624
dist_from_low20_pct,2,session_code,2,111,0.1981981981981982,0.47508158420630164,-0.40540540540540543
adx14,2,ema200_slope_pct,0,120,0.2,0.4715408015690246,-0.4
atr_rank_pct,2,dist_from_low20_pct,1,166,0.19879518072289157,0.4693849839194696,-0.40361445783132527
atr_rank_pct,2,rel_vol,1,177,0.1977401129943503,0.46828705571451384,-0.40677966101694907
bb_width,2,session_code,2,113,0.19469026548672566,0.46109286962961643,-0.41592920353982304
session_code,2,rel_vol,0,120,0.2,0.45568034717655104,-0.4
rsi14,2,dist_from_ema200_pct,0,132,0.1893939393939394,0.44635821672264153,-0.43181818181818177
hour_utc,2,session_code,2,297,0.18855218855218855,0.4374503695615504,-0.4343434343434343
realized_vol,1,hour_utc,2,181,0.1878453038674033,0.43732614808442494,-0.4364640883977901
bb_width,1,hour_utc,2,189,0.18518518518518517,0.4262754333159332,-0.44444444444444453
bb_width,1,rel_vol,1,219,0.182648401826484,0.42212818649864603,-0.452054794520548
dist_from_low20_pct,0,session_code,2,86,0.18604651162790697,0.41930176695764343,-0.4418604651162791
ema200_slope_pct,0,realized_vol,0,185,0.1837837837837838,0.4191838426979028,-0.4486486486486486
adx14,2,session_code,2,105,0.18095238095238095,0.41916344617919093,-0.45714285714285713
ema200_slope_pct,2,hour_utc,2,189,0.17989417989417988,0.4164690933290331,-0.46031746031746035
dist_from_low20_pct,1,session_code,2,100,0.18,0.4133369037103811,-0.4600000000000001
session_code,2,regime_code,0,140,0.17142857142857143,0.3875484704099372,-0.48571428571428565
dist_from_ema200_pct,2,session_code,2,108,0.16666666666666666,0.3795849302862327,-0.5
atr_rank_pct,2,hour_utc,2,204,0.16176470588235295,0.36247771591505856,-0.5147058823529411
adx14,1,session_code,2,111,0.16216216216216217,0.3620673141928366,-0.5135135135135135
atr_rank_pct,2,bb_width,0,69,0.14492753623188406,0.3182587792669055,-0.5652173913043479
atr_rank_pct,0,session_code,2,90,0.14444444444444443,0.31579416192749105,-0.5666666666666668
atr_rank_pct,2,realized_vol,0,42,0.14285714285714285,0.3087853978264762,-0.5714285714285715
rsi14,1,session_code,2,87,0.13793103448275862,0.30056143217385234,-0.5862068965517241
bb_width,1,session_code,2,81,0.12345679012345678,0.2626171159334407,-0.6296296296296297
dist_from_ema200_pct,0,session_code,2,74,0.12162162162162163,0.26031634919043695,-0.6351351351351351
atr_rank_pct,2,session_code,2,86,0.11627906976744186,0.2471727928808878,-0.6511627906976745
realized_vol,1,session_code,2,79,0.11392405063291139,0.24391293485548188,-0.6582278481012659
ema200_slope_pct,2,session_code,2,91,0.10989010989010989,0.2332541251430515,-0.6703296703296703
session_code,2,rel_vol,1,75,0.09333333333333334,0.19720889780742626,-0.72
