feat_a,val_a,feat_b,val_b,n,win_rate,profit_factor,expectancy_r
ema200_slope_pct,2,realized_vol,0,136,0.3161764705882353,0.8621202409738968,-0.05147058823529416
dist_from_ema200_pct,1,session_code,1,232,0.3146551724137931,0.860272744240015,-0.05603448275862066
adx14,2,ema200_slope_pct,2,299,0.3110367892976589,0.8600366625651101,-0.06688963210702337
atr_rank_pct,1,dist_from_low20_pct,2,211,0.3080568720379147,0.8595308604347269,-0.07582938388625593
adx14,2,hour_utc,1,194,0.30927835051546393,0.8595296151483542,-0.07216494845360821
atr_rank_pct,0,bb_width,1,198,0.31313131313131315,0.8594874794381475,-0.06060606060606055
session_code,1,rel_vol,2,341,0.30791788856304986,0.8579749111689237,-0.07624633431085048
session_code,1,regime_code,0,423,0.3120567375886525,0.8576273492716069,-0.06382978723404253
ema200_slope_pct,1,dist_from_low20_pct,0,270,0.31851851851851853,0.8566236171629652,-0.0444444444444444
bb_width,0,realized_vol,0,414,0.3164251207729469,0.853711309992585,-0.05072463768115931
ema200_slope_pct,0,session_code,0,231,0.3116883116883117,0.8533585267419702,-0.06493506493506496
ema200_slope_pct,2,regime_code,0,225,0.3111111111111111,0.8527494228634176,-0.06666666666666665
dist_from_ema200_pct,0,dist_from_low20_pct,2,156,0.3076923076923077,0.8523836738180579,-0.07692307692307687
rsi14,0,dist_from_ema200_pct,1,221,0.3167420814479638,0.8520876709619569,-0.04977375565610864
rsi14,2,dist_from_ema200_pct,2,272,0.30514705882352944,0.8506549892505899,-0.08455882352941169
adx14,0,dist_from_ema200_pct,1,202,0.3118811881188119,0.8499076520063101,-0.0643564356435643
ema200_slope_pct,1,bb_width,1,166,0.3132530120481928,0.8492809294306201,-0.06024096385542166
dist_from_low20_pct,2,regime_code,1,340,0.3058823529411765,0.848592773021058,-0.08235294117647052
bb_width,0,hour_utc,2,182,0.3131868131868132,0.8478785612935139,-0.06043956043956045
adx14,2,bb_width,0,144,0.3125,0.8469034598101893,-0.0625
ema200_slope_pct,2,bb_width,2,255,0.3058823529411765,0.8432965261840815,-0.08235294117647052
dist_from_ema200_pct,2,realized_vol,2,279,0.3046594982078853,0.8422108898416826,-0.08602150537634412
adx14,2,session_code,1,245,0.30612244897959184,0.8421199615293509,-0.08163265306122447
bb_width,1,realized_vol,2,186,0.3064516129032258,0.8411246229370994,-0.08064516129032262
bb_width,2,realized_vol,2,384,0.3046875,0.8407821378964078,-0.0859375
adx14,0,bb_width,2,158,0.3037974683544304,0.8405552236307697,-0.08860759493670878
atr_rank_pct,1,ema200_slope_pct,2,186,0.3064516129032258,0.8387676426735514,-0.08064516129032262
atr_rank_pct,1,rsi14,1,212,0.30660377358490565,0.8386473768867743,-0.08018867924528306
atr_rank_pct,2,session_code,0,203,0.3054187192118227,0.8373741980105527,-0.08374384236453192
dist_from_ema200_pct,2,rel_vol,2,226,0.3008849557522124,0.8358015052664155,-0.09734513274336276
hour_utc,1,session_code,0,78,0.3076923076923077,0.8354768272645713,-0.07692307692307687
atr_rank_pct,1,realized_vol,0,194,0.30927835051546393,0.8352993581661784,-0.07216494845360821
dist_from_ema200_pct,2,regime_code,1,373,0.30294906166219837,0.8332394684722518,-0.09115281501340489
