name,n,pf,wr,mdd,tpm,prof,streak,sel_pf,hol_pf,hol_mdd,hol_tpm,hol_prof
none,295,1.6196319018404908,0.44745762711864406,-0.265133958353424,10.172413793103448,0.41379310344827586,7,1.6991150442477876,1.44,-0.13177188258732903,12.285714285714286,0.42857142857142855
btc_bull,95,1.1147540983606556,0.35789473684210527,-0.2690050136860189,4.318181818181818,0.36363636363636365,12,0.8333333333333334,2.1538461538461537,-0.029701000000000023,5.4,0.8
breadth50,110,2.150943396226415,0.5181818181818182,-0.10519528783120312,5.5,0.55,4,2.5405405405405403,1.25,-0.03940399000000015,6.5,0.5
breadth60,101,2.122448979591837,0.5148514851485149,-0.09615685639515469,5.05,0.55,4,2.588235294117647,1.0666666666666667,-0.03940399,5.75,0.5
medret_pos,114,1.6774193548387097,0.45614035087719296,-0.14173412397379984,4.75,0.4583333333333333,3,1.9534883720930232,1.0526315789473684,-0.03969024761098008,5.8,0.6
