rr,n,wr,pf,mdd,sel_pf,hol_pf,verdict
1.0,118,0.6271186440677966,1.6818181818181819,-0.10493032035830892,1.8387096774193548,1.3076923076923077,OK
1.5,116,0.5775862068965517,2.0510204081632653,-0.09157129021568064,2.338235294117647,1.4,OK
2.0,110,0.5181818181818182,2.150943396226415,-0.10519528783120312,2.5405405405405403,1.25,OK
2.5,108,0.42592592592592593,1.8548387096774193,-0.16237147013830316,2.2674418604651163,0.9210526315789473,sel-only
3.0,108,0.3611111111111111,1.6956521739130435,-0.15855306341376968,2.020408163265306,0.9,sel-only
3.5,108,0.3148148148148148,1.6081081081081081,-0.1833594258235237,1.8148148148148149,1.05,OK
4.0,108,0.28703703703703703,1.6103896103896105,-0.17545012016217276,1.7543859649122806,1.2,OK
