feature,n,win_rate,profit_factor,expectancy_r,avg_r,net_pnl,max_drawdown,decile,midpoint
Hour of Day (UTC),23,0.391304347826087,0.7958429287060824,0.17391304347826086,0.14720369832479285,-361.23390996845865,-0.07389621634844311,00-04,2.0
Hour of Day (UTC),15,0.5333333333333333,1.401811503402755,0.6,0.5635291990341582,406.36935701083803,-0.02984417251693063,04-08,6.0
Hour of Day (UTC),10,0.2,0.2838741562533056,-0.4,-0.4655378458812482,-835.7518611366385,-0.09408409840318349,08-12,10.0
Hour of Day (UTC),18,0.4444444444444444,1.1371814227435204,0.33333333333333326,0.30267000688129564,182.68872712970793,-0.039728321855013835,12-16,14.0
Hour of Day (UTC),8,0.25,0.4330219880734748,-0.25,-0.2917042468113009,-453.8774459931946,-0.03777955174618947,16-20,17.5
Hour of Day (UTC),12,0.16666666666666666,0.25768585023804613,-0.5,-0.5509907575418181,-1015.2606433947277,-0.09628239558100404,20-24,21.5
