family,n,wr,pf,exp,mdd,tpm,prof_rate,max_streak,boot_p5,score,best_month,worst_month
N1_trendpull,17755,0.34058011827654183,0.6162524992185783,-29.291161857512435,-1.0,591.8333333333334,0.0,30,0.5957980377993795,20.0,-11.723469941272922,-364.89327945281747
N2_meanrev,4565,0.47623220153340634,0.9087521188523724,-4.742720056704695,-0.9457504017597738,152.16666666666666,0.36666666666666664,8,0.8640368226311456,32.166666666666664,56.0,-103.3171056768821
N3_breakout,10874,0.3232481147691742,0.5760807201728433,-23.385310947083685,-0.9999999999955274,362.46666666666664,0.0,30,0.5504649761460901,20.0,-2.845403863749565,-223.94650955731885
N4_orb,38629,0.3374925574050584,0.6207196073246544,-21.354251883772836,-1.0,1287.6333333333334,0.0,30,0.6053257638181964,20.0,-24.524919082217963,-649.9504834532577
A_FINAL,295,0.44745762711864406,1.6196319018404908,34.23728813559322,-0.265133958353424,10.172413793103448,0.41379310344827586,7,1.3333333333333333,48.369738863938,38.0,-6.0
