hyp,sym,ts,r,win,hour,dow,rsi14,vwap_dist,macd_hist,stochK,atr_rank,rel_vol,ema_dist_pct,bb_width,real_vol_20,prev_body_r,adx14,breadth,dist_hi48,green_streak
K1_vwap,BTC_USDT_SWAP,2026-04-16 09:20:00+00:00,-1.0,0,9,3,81.27423822714621,0.3740455234612064,30.96984771197289,100.0,17.0,1.2387255385584595,0.20282616688214783,0.21183327168978364,0.0820784956718193,0.10496799479037826,22.684261343426172,1.0,-0.5495337933380862,3
K1_vwap,BTC_USDT_SWAP,2026-04-16 12:00:00+00:00,-1.0,0,12,3,76.64213303707831,0.016880783058642976,49.857015368357125,100.0,42.0,2.701075580262942,0.11249886843048165,0.2930893824495806,0.08625317142564981,0.02240639293299293,28.297052758168547,1.0,-0.7250922313065566,5
K1_vwap,BTC_USDT_SWAP,2026-04-16 12:10:00+00:00,-1.0,0,12,3,73.15220190574355,0.052697573298370964,53.202304270204266,94.27924000499004,70.0,2.120759132273659,0.11624067503642319,0.3718689120354638,0.0935001547283639,0.10788050324579601,30.782358674009636,1.0,-0.7201750002658103,1
K1_vwap,BTC_USDT_SWAP,2026-04-16 13:15:00+00:00,-1.0,0,13,3,70.33990377153422,1.8430430976887544,22.068378444838118,26.638254987878025,72.0,1.8447119401033514,0.3470518709599539,0.2883285494783018,0.08602683421842756,0.10550413324812155,32.95659530043706,1.0,-0.4836163177647679,6
K1_vwap,BTC_USDT_SWAP,2026-04-16 15:35:00+00:00,-1.0,0,15,3,76.89958465673094,1.0332682789462933,80.26581692271016,100.0,98.0,3.060650938819602,0.16776953592549942,0.7323513784066827,0.22036361129371074,0.03612653453521853,23.8246532236989,1.0,-0.8288856757073026,2
K1_vwap,BTC_USDT_SWAP,2026-04-17 06:25:00+00:00,1.5,1,6,4,62.47430386843635,0.8481334373088606,16.23056853859798,96.87349739992432,13.0,1.3442196858402091,0.08615266388781882,0.16075845229318395,0.0703711394731327,0.08814449812476757,11.883367266329806,0.8,-0.8077728737425516,2
K1_vwap,BTC_USDT_SWAP,2026-04-18 00:50:00+00:00,1.5,1,0,5,57.79704345893094,0.5642311765880604,13.83834300922912,65.10785684670488,35.0,1.4579129757553355,0.4737670136590993,0.20134945829736028,0.12349303713814991,0.17571478960909617,18.441172508079692,0.8,-1.2564769492289019,2
K1_vwap,BTC_USDT_SWAP,2026-04-19 00:00:00+00:00,-1.0,0,0,6,45.49520766773118,0.4454323025006112,-10.774322240341684,9.485848087000907,2.0,1.8773643910130937,-0.3841496011209132,0.1261312740366432,0.05765841212501667,0.028420507180474182,14.382187109447477,0.2,-1.894201954059771,1
K1_vwap,BTC_USDT_SWAP,2026-04-19 01:00:00+00:00,-1.0,0,1,6,52.444253859348024,1.0720811113897968,2.41441653247508,70.26605524162933,31.0,2.0460718874352737,-0.34708446672643944,0.203465635562638,0.07515494582861183,0.033188327228980706,13.245797841530752,0.8,-1.9144136848965099,2
K1_vwap,BTC_USDT_SWAP,2026-04-19 02:40:00+00:00,-1.0,0,2,6,59.4594594594588,0.41637310743789313,3.687162123718693,69.5244275634873,75.0,1.5438968217861517,-0.38799921810607596,0.15843277987617213,0.07868244654105194,0.061601071461217155,14.74197734033203,1.0,-1.9438506558193458,2
K1_vwap,BTC_USDT_SWAP,2026-04-19 04:10:00+00:00,-1.0,0,4,6,67.61096803514604,1.4635251197937524,18.213304027707842,90.77035169711415,81.0,2.4433514580515245,-0.2219379011989988,0.17359178709030554,0.08013570092873562,0.007014024077938194,10.954018425473803,0.8,-1.4950207204169397,3
K1_vwap,BTC_USDT_SWAP,2026-04-19 04:45:00+00:00,-1.0,0,4,6,54.982363315695835,0.5169008986725929,0.052133215169856584,35.84100169362245,100.0,1.4664167165481787,-0.2872712084205883,0.18410678269336553,0.07818168923060165,0.10622530625869922,13.84110540252524,0.2,-1.4402849539961626,1
K1_vwap,BTC_USDT_SWAP,2026-04-19 11:05:00+00:00,-1.0,0,11,6,85.28827037773326,1.1227727680749027,41.56167093183683,98.19698771792615,56.99999999999999,3.0945316674927748,-0.09923352977249057,0.27222402344816543,0.07755026170912072,0.003457690502130896,30.84197449175565,1.0,-1.0242074663201817,1
K1_vwap,BTC_USDT_SWAP,2026-04-20 00:00:00+00:00,-1.0,0,0,0,47.165509379210455,0.4224725489522028,29.98257696703118,28.25000123156545,82.0,5.999599283594041,-1.2043710099346892,0.2589305362614688,0.12596467611468268,0.16497713094330735,45.23249305294582,1.0,-2.6410221682811708,1
K1_vwap,BTC_USDT_SWAP,2026-04-20 00:15:00+00:00,1.5,1,0,0,60.412735849055906,0.5606237836962122,48.2477713918,92.77852709869828,78.0,1.7534211460100027,-1.094219367660822,0.269538492697068,0.12401309952051545,0.03364528412024843,37.03935495671466,1.0,-2.566992022364223,1
K1_vwap,BTC_USDT_SWAP,2026-04-20 06:00:00+00:00,-1.0,0,6,0,38.92095653198243,0.6797738873618431,5.555612470157044,49.535188881176076,28.999999999999996,2.0261236609337274,-0.3954316897310373,0.41741637813957455,0.09488106760584382,0.045797352104859766,24.064044189993314,1.0,-2.227216006290589,1
K1_vwap,BTC_USDT_SWAP,2026-04-21 00:20:00+00:00,-1.0,0,0,1,61.199943398896075,0.669813267962834,21.98662732696461,100.0,12.0,1.271605708723319,0.3916005976074726,0.21735784433424787,0.08946317363751476,0.0069882031220165446,17.315826589798352,0.8,-0.6923440360908861,3
K1_vwap,BTC_USDT_SWAP,2026-04-21 05:00:00+00:00,1.5,1,5,1,65.1277243965306,0.1966301603958227,29.13712006135391,89.22633398521602,1.0,1.7378895232700016,0.21730441270620468,0.20257320641530763,0.07085887261789554,0.07218272919335746,18.745465192170318,1.0,-0.779246954798718,6
K1_vwap,BTC_USDT_SWAP,2026-04-21 05:05:00+00:00,-1.0,0,5,1,70.74896795753808,1.1625480826587369,35.146276544235285,89.22633398521602,5.0,1.8056994994598516,0.3246756767181132,0.24675654822555676,0.07262552812338581,0.04207793783808328,20.459498474656826,1.0,-0.6697021611866028,6
K1_vwap,BTC_USDT_SWAP,2026-04-21 06:30:00+00:00,-1.0,0,6,1,56.037321624588465,2.5976476213218582,4.885854276551964,24.01037933763436,27.0,2.919000981387968,0.4716416915848591,0.22065645040005968,0.10804649767326108,0.061800453203327325,19.811221489702508,1.0,-0.49327876597856646,2
K1_vwap,BTC_USDT_SWAP,2026-04-21 14:15:00+00:00,1.5,1,14,1,56.110649232862635,0.152177724095911,27.325922431075924,71.24755737930616,100.0,2.329116647245717,0.17712352421763258,0.2710858582633253,0.181691890317735,0.04933711496602358,21.619492099628722,1.0,-0.8688813396892314,1
K1_vwap,BTC_USDT_SWAP,2026-04-21 23:35:00+00:00,1.5,1,23,1,83.39671846137102,0.6654468272449247,40.85019404413981,100.0,2.0,1.8770404397946798,0.2925512166244878,0.5242389808010733,0.11096650801358217,0.0796747581396131,20.79956333116765,1.0,-1.1183608311989945,2
K1_vwap,BTC_USDT_SWAP,2026-04-21 23:45:00+00:00,-1.0,0,23,1,88.47156216464755,3.428933675949662,67.95907151516853,100.0,24.0,8.914443328969218,0.8055689809842358,0.7183580328734435,0.1353291252210432,0.1367611282793083,26.0179231079101,1.0,-0.6002611982567685,4
K1_vwap,BTC_USDT_SWAP,2026-04-22 02:10:00+00:00,1.5,1,2,2,69.75519057948547,2.3412189382255506,14.081089244381474,79.44113165201016,56.00000000000001,7.323204455180985,1.097514294593649,0.3083909845267803,0.1416502979135317,0.06800697628403353,45.428178711026916,1.0,-0.1276043328181431,2
K1_vwap,BTC_USDT_SWAP,2026-04-23 00:15:00+00:00,-1.0,0,0,3,45.79822616407966,1.5812509421048129,-6.608781322956347,60.41316868547607,91.0,7.27250168749782,0.04800804743533063,0.4568634581328518,0.21333117827401468,0.3267818538447531,36.400570944963064,0.4,-1.2856656966857005,1
K1_vwap,BTC_USDT_SWAP,2026-04-23 00:25:00+00:00,-1.0,0,0,3,48.02556818181832,1.4898805394728991,19.202485584426128,94.53953029555838,100.0,1.46546858297141,0.11617819122952469,0.44740560594241935,0.22561207220345128,0.19050444041558098,38.9944469833759,0.4,-1.218648829094382,1
K1_vwap,BTC_USDT_SWAP,2026-04-23 05:00:00+00:00,-1.0,0,5,3,78.7451461271205,0.015061268833296615,37.9529883980078,98.91712469943084,42.0,1.45063179268483,-0.24308962801602288,0.2907318758259715,0.06708715677159911,0.0032103223420457197,24.149938732876457,1.0,-1.7789703085043351,4
K1_vwap,BTC_USDT_SWAP,2026-04-23 06:00:00+00:00,1.5,1,6,3,65.39987789987887,1.0660447949331946,20.391795980636882,48.69787555957766,27.0,1.2514045350425391,-0.0761322226587139,0.2065955989289454,0.06965696274103506,0.06385360343320613,19.433743181808843,1.0,-1.6499754355466578,2
K1_vwap,BTC_USDT_SWAP,2026-04-23 08:05:00+00:00,-1.0,0,8,3,36.916548797736766,0.3591224008290939,-22.906496989588714,23.662099842298467,11.0,1.6880937228187949,-0.12512226756379674,0.17604166807983232,0.0691070325918279,0.07903272159954765,21.97339332678445,0.2,-1.706284720910023,1
K1_vwap,BTC_USDT_SWAP,2026-04-23 12:55:00+00:00,-1.0,0,12,3,68.23799942512163,0.0013616740744868763,9.4255208060858,18.60980834164908,91.0,1.5094717064516323,-0.08881873786942657,0.3031566179136099,0.08828169709898326,0.009401824984387705,20.17699214202426,1.0,-1.5676939189565364,2
K1_vwap,BTC_USDT_SWAP,2026-04-23 20:40:00+00:00,-1.0,0,20,3,66.45591447292793,0.783765007108767,27.893345372992254,83.69092463740172,23.0,1.2876270510308614,0.11601150506238621,0.2381458998408016,0.10512100692290638,0.15935253090822873,11.406059792726559,1.0,-0.7317219151095733,3
K1_vwap,BTC_USDT_SWAP,2026-04-24 00:05:00+00:00,1.5,1,0,4,57.47030282750571,0.8077394497344389,-0.6494175077819975,25.827167980940374,8.0,1.2487525747468478,0.4484585795699402,0.17552739208373905,0.07000392367636565,0.10713449154635529,18.79997685560406,1.0,-0.31428640558482934,1
K1_vwap,BTC_USDT_SWAP,2026-04-24 01:45:00+00:00,1.5,1,1,4,42.20146222583227,0.5159700944946932,-17.504648786153723,14.664881425784923,50.0,3.3451361915875593,0.34554368164346483,0.39067110550707823,0.10856373414667249,0.06371125086849472,26.05670433328752,0.8,-0.3528718111327267,1
K1_vwap,BTC_USDT_SWAP,2026-04-24 01:50:00+00:00,1.5,1,1,4,50.886001181334926,1.0401665977027166,2.216131507920318,34.73976853982441,56.99999999999999,4.277411773898071,0.4706947882557297,0.3979463716036119,0.11197685145064079,0.30888178913737646,25.676329429849055,1.0,-0.22387175892144562,2
K1_vwap,BTC_USDT_SWAP,2026-04-24 11:00:00+00:00,1.5,1,11,4,81.37337607558719,0.5742400789854,38.81905894523402,98.60364831856747,53.0,5.59619863589316,0.1440779639706396,0.27908580264525235,0.07419771535625787,0.04105016355724597,19.057099409885225,1.0,-0.7829144333612259,6
K1_vwap,BTC_USDT_SWAP,2026-04-24 11:05:00+00:00,1.5,1,11,4,90.20574971815115,1.7246628766349066,55.17835986940681,100.0,87.0,5.995133866306847,0.34344153988851395,0.3864232815448108,0.08320824190026713,0.25990761407377266,21.995027517018016,1.0,-0.5819646975375403,6
K1_vwap,BTC_USDT_SWAP,2026-04-25 07:25:00+00:00,-1.0,0,7,5,52.11995863495141,0.03280296871862915,3.4460764460291546,30.14169316783466,16.0,3.139660708632632,-0.09039260314362704,0.07156266326316021,0.030054552887619008,0.024778222007703302,12.169804149582498,0.6,-1.087555839183163,4
K1_vwap,BTC_USDT_SWAP,2026-04-25 21:50:00+00:00,1.5,1,21,5,72.22431313511582,0.2527335582315349,-0.6436575818746562,32.93693477165865,31.0,2.2045238332663772,0.028216871620710914,0.11709019656775481,0.02991970833754677,0.008780764959586414,27.980888931490657,1.0,-0.43343780559421674,3
K1_vwap,BTC_USDT_SWAP,2026-04-26 00:40:00+00:00,-1.0,0,0,6,38.617606602474616,0.42994028959778435,-11.960500373170339,19.175881460313114,39.0,1.4265089208343,0.047181529800609176,0.1321347100380909,0.03742378852983823,0.008906593073263481,19.885448747589983,0.4,-0.3897470691868521,1
K1_vwap,BTC_USDT_SWAP,2026-04-26 04:45:00+00:00,1.5,1,4,6,87.58005045604509,3.63092567771183,26.78488689584668,100.0,100.0,7.217608692986768,0.29867136950734163,0.21552770801240898,0.07834688635661227,0.07072902523013122,18.299672698482404,1.0,-0.14931951678045507,3
K1_vwap,BTC_USDT_SWAP,2026-04-26 21:50:00+00:00,1.5,1,21,6,62.325969153813816,3.740523155118541,3.695797499455086,33.595072837543114,100.0,10.043602905695893,0.7150985433872399,0.3450854117898253,0.19935162723434804,0.03709413052771052,20.79176232169895,0.2,0.0,1
K1_vwap,BTC_USDT_SWAP,2026-04-27 01:45:00+00:00,-1.0,0,1,0,69.07956685499062,1.4032486193119311,3.9028118948199335,59.50312055392387,94.0,1.2219196158605747,1.3539937089656118,0.6808281954556981,0.18224564702872376,0.021262700666722804,21.871324596496354,1.0,-0.04777734496630437,1
K1_vwap,BTC_USDT_SWAP,2026-04-28 05:25:00+00:00,-1.0,0,5,1,70.93217507517467,0.541057607316894,28.18024080201917,85.0840348169159,47.0,2.8368259558586417,-0.11512738759772272,0.22977349269239208,0.06529967141839639,0.043659043659051225,22.89384681120039,1.0,-1.490471750361011,3
K1_vwap,BTC_USDT_SWAP,2026-04-29 00:40:00+00:00,1.5,1,0,2,70.94907407407327,1.0112574876607163,6.981154539623781,65.67730807997833,25.0,2.6223571973624247,0.036298914961757155,0.08824781148100477,0.044065651328268646,0.07311521936529747,11.204796806118384,1.0,-0.8365576878132441,2
K1_vwap,BTC_USDT_SWAP,2026-04-29 00:50:00+00:00,-1.0,0,0,2,77.47868999551261,2.160723639947477,19.269663349719227,99.6380762942967,39.0,4.42729462202297,0.2072709018894105,0.15719533434108887,0.05144679158171366,0.013091798381068212,14.706378329424968,1.0,-0.6645199823417935,4
K1_vwap,BTC_USDT_SWAP,2026-04-29 01:45:00+00:00,-1.0,0,1,2,63.8090128755376,2.165363698796222,10.967244916166255,43.92811323870756,86.0,3.6656936294397777,0.29918950533094374,0.26676703620394826,0.10131442770702445,0.13133137012794388,18.899307372861717,1.0,-0.5010336417583416,4
K1_vwap,BTC_USDT_SWAP,2026-04-30 00:30:00+00:00,1.5,1,0,3,69.13407821229094,1.5885582298979077,4.41667566578375,56.27538763896091,18.0,1.7504692472320873,-0.2723464765638868,0.20114166517214835,0.08904152416755266,0.09724494642951007,18.748358258306233,1.0,-2.47615059106453,4
K1_vwap,BTC_USDT_SWAP,2026-04-30 07:30:00+00:00,1.5,1,7,3,77.40464974927716,1.606882769613275,23.819109647696976,89.54719687067453,4.0,2.4817898709880555,0.04526302474161561,0.27484176852026454,0.079236172492256,0.07198047826148857,18.923331347604332,1.0,-2.05026045696014,3
K1_vwap,BTC_USDT_SWAP,2026-05-01 03:15:00+00:00,1.5,1,3,4,76.73913043478164,5.236962601466648,39.2512165931521,61.9016909124976,100.0,9.262585973319434,1.2053448129249527,0.4035397012516566,0.18759016868483808,0.04200902280750356,25.19666146744801,1.0,0.0,3
K1_vwap,BTC_USDT_SWAP,2026-05-01 03:20:00+00:00,-1.0,0,3,4,80.43904717421628,3.5625542672150847,64.87509228640484,82.44995804729548,100.0,6.786771203388809,1.2112291394626882,0.5462705555038553,0.1876947468209911,0.7980131207541539,28.73528765461698,1.0,0.0,4
K1_vwap,BTC_USDT_SWAP,2026-05-02 00:20:00+00:00,-1.0,0,0,5,69.77838791919922,1.0070905836081978,18.180527474275213,89.6607876913468,11.0,1.2123447756671932,0.466662656048321,0.1810378300760339,0.06392472640526421,0.005885800123353346,17.72806976216745,1.0,-0.5922945827396497,1
K1_vwap,BTC_USDT_SWAP,2026-05-02 02:50:00+00:00,-1.0,0,2,5,56.43587913395236,1.3580242056186744,3.415144351422203,48.83124913262617,28.999999999999996,4.443161992816794,0.47267863193160453,0.10389054945537776,0.05736057381250241,0.014429756456362004,24.258279932554903,1.0,-0.4622539196338593,1
K1_vwap,BTC_USDT_SWAP,2026-05-02 03:25:00+00:00,1.5,1,3,5,53.54416575790614,0.6198036334533279,-2.52676864718536,74.09082972283085,42.0,1.5799324206437861,0.3884747718963683,0.1053720226903079,0.055451018984370645,0.06436781609194658,25.359423844496703,0.8,-0.522194537784193,3
K1_vwap,BTC_USDT_SWAP,2026-05-02 06:50:00+00:00,-1.0,0,6,5,63.33780160857946,0.7765478966063244,18.25255282345439,98.54494225514955,5.0,1.971674769196765,0.24832912236058255,0.1679680644296997,0.04939069346406513,0.09696210940493392,17.05892542038511,1.0,-0.5896277332033018,5
K1_vwap,BTC_USDT_SWAP,2026-05-02 13:00:00+00:00,1.5,1,13,5,71.57802964254631,1.1011952573809483,14.703284811893516,93.63257853102223,68.0,1.2943641795532892,0.16045433433323725,0.1298090410719977,0.05156812982721222,0.02072292300666215,22.94725684887985,1.0,-0.35224535728651807,2
K1_vwap,BTC_USDT_SWAP,2026-05-02 13:10:00+00:00,-1.0,0,13,5,75.97719869706826,2.3625409691489465,23.438908533052995,97.48523261312056,73.0,3.512688425426528,0.2570046116954638,0.18447570274491512,0.05397943933527411,0.0039604719349534915,26.582297718432088,1.0,-0.25205847756679667,1
K1_vwap,BTC_USDT_SWAP,2026-05-03 06:50:00+00:00,-1.0,0,6,6,65.15188335358462,1.041679099688371,9.220391734058342,46.360655975338055,22.0,4.828812878985619,-0.0020620880274394267,0.13290699384552476,0.051480842152164134,0.03609036412873393,21.46342692039647,1.0,-0.7452571948762698,3
K1_vwap,BTC_USDT_SWAP,2026-05-03 07:00:00+00:00,1.5,1,7,6,61.72348880987288,1.4574740109241142,19.991297983177276,73.37743940428861,31.0,2.100317149490929,0.03110532200681988,0.16656723437921886,0.055647735401633945,0.050482652499146914,22.989821792964914,1.0,-0.7125460080307233,1
K1_vwap,BTC_USDT_SWAP,2026-05-03 07:05:00+00:00,-1.0,0,7,6,63.97637795275591,1.9461517570263842,25.106404854140646,78.60895347122356,39.0,3.029312067144352,0.0742996181521007,0.19593968940040682,0.05605038332745751,0.08364182908718032,24.628491711299915,1.0,-0.6689310922366798,2
K1_vwap,BTC_USDT_SWAP,2026-05-04 09:40:00+00:00,-1.0,0,9,0,73.52941176470601,0.8179010117903112,21.031612112245874,95.07981947241403,3.0,2.0382990186677263,0.5220545222246585,0.10733301494632176,0.05432429203088558,0.031839269351436814,22.352839324733186,0.8,-0.8061078795274623,4
K1_vwap,BTC_USDT_SWAP,2026-05-04 14:35:00+00:00,1.5,1,14,0,67.06030150753776,0.5726869196056061,74.6453382322433,96.68838566804445,86.0,1.7798355420021592,0.3498558244157823,0.5761916018627273,0.17384021169581107,0.0580555920155892,19.657617303654753,1.0,-1.2571902909170984,2
K1_vwap,BTC_USDT_SWAP,2026-05-04 14:45:00+00:00,1.5,1,14,0,77.16141929035521,2.773143555010083,115.4539651482971,99.35937782913763,97.0,5.29797157060088,1.0082803568274434,0.8572365390762098,0.21109817335482378,0.030194262335299735,24.249857107237517,1.0,-0.5954784890851883,4
K1_vwap,BTC_USDT_SWAP,2026-05-04 14:50:00+00:00,-1.0,0,14,0,84.17724223390195,4.257358412933063,156.57835624876148,99.35937782913763,99.0,3.237516237820773,1.530570007732535,1.15295769410612,0.2346461136902566,0.6357984796340612,27.30629545649738,1.0,-0.06610904761965575,5
K1_vwap,BTC_USDT_SWAP,2026-05-05 00:30:00+00:00,1.5,1,0,1,61.77421036172157,1.3542782914833893,21.839132663861946,86.78169178535951,37.0,1.8621270544764172,0.358434469609061,0.2083388594405048,0.10524550986903694,0.022302298890902808,20.76207440661704,0.8,-0.46138352894371515,1
K1_vwap,BTC_USDT_SWAP,2026-05-05 11:00:00+00:00,1.5,1,11,1,71.03994490358191,1.0837553656468737,24.10203353281082,85.12703868308105,24.0,2.0295052725838247,0.43491232630619525,0.2340433484286006,0.05960404534057701,0.13799590343999654,21.46904130430088,1.0,-0.4828865309017716,2
K1_vwap,BTC_USDT_SWAP,2026-05-05 11:10:00+00:00,-1.0,0,11,1,76.07640994542123,2.3356411804794024,28.197003287931764,92.95549301856362,32.0,2.587149311060169,0.555042444706137,0.2714644758496382,0.061632493884320835,0.01645626160754527,20.995628156785866,1.0,-0.35382121991349713,4
K1_vwap,BTC_USDT_SWAP,2026-05-05 22:50:00+00:00,-1.0,0,22,1,43.529819094607554,0.6515922017003697,-30.717957001670584,54.29165007293976,86.0,3.355999452842082,0.032906427474710905,0.41284023600476616,0.13156272322007243,0.05713785030870841,19.87466570621289,0.6,-0.5985091147746591,3
K1_vwap,BTC_USDT_SWAP,2026-05-06 00:00:00+00:00,1.5,1,0,2,40.70826690958793,0.3204738287583382,9.142130364210942,79.73694268669136,67.0,1.5678395985400637,-0.13766242365371187,0.35358019581477473,0.13511390987401448,0.017805188976107885,20.11444148846893,0.2,-0.7983386719170871,1
K1_vwap,BTC_USDT_SWAP,2026-05-06 06:00:00+00:00,-1.0,0,6,2,51.579884290164834,0.8076298077934019,7.580720236762616,90.3560488205747,3.0,2.751561813668325,0.16667301843469867,0.22802641875678473,0.08259090921774986,0.11354829185478972,20.060168808683017,1.0,-0.4033324517323522,2
