cfg,n,tpm,wr,pf,pf_c,mdd,prof,worst,selpf,holpf
A_ML52,216,8.0,0.6111111111111112,2.357142857142857,1.9894794012661228,-0.1704448367233025,0.6428571428571429,2,3.75,1.5
B_ML73,250,9.25925925925926,0.584,2.105769230769231,1.7797286147951923,-0.1630045809680872,0.7142857142857143,2,3.590909090909091,1.4154929577464788
C_ML_transfer_new,30,1.1111111111111112,0.4666666666666667,1.3125,1.0334851654043289,-0.05395367187440493,0.5714285714285714,2,2.25,1.0
D_raw73,453,16.77777777777778,0.4900662251655629,1.4415584415584415,1.2222462899886726,-0.28629724908391546,0.4827586206896552,3,1.5302013422818792,1.2804878048780488
