cfg,n,tpm,wr,pf,pf_c,mdd,prof,worst,selpf,holpf,holpf_c
RR1.0,4734,197.25,0.5213350232361639,1.089143865842895,0.7837980734246369,-0.514013408819224,0.5416666666666666,3,1.124031007751938,1.059967585089141,0.7406187801605495
RR1.5,4418,184.08333333333334,0.4305115436849253,1.1339427662957076,0.869139344559033,-0.5954361893486004,0.7083333333333334,2,1.1497395833333333,1.1206011730205279,0.8398964188868285
RR2.0,3999,166.625,0.36934233558389595,1.1712926249008724,0.9257948977344437,-0.6079063758315185,0.6666666666666666,2,1.1623931623931625,1.1789940828402368,0.9139560021587483
RR2.5,3725,155.20833333333334,0.31731543624161074,1.1589110668665208,0.9330439837912371,-0.6252718840245339,0.7083333333333334,2,1.1804961505560307,1.1405464650957515,0.902093944031842
RR3.0,3537,147.375,0.28527000282725473,1.1884152735773588,0.9674968684529411,-0.63505614768763,0.7916666666666666,2,1.2347675449800841,1.1497053450862036,0.9204578873855127
