cfg,n,tpm,wr,pf,pf_c,mdd,prof,worst,selpf,holpf
ML_q35,165,6.111111111111111,0.6363636363636364,2.625,2.221204410521317,-0.15800150927415207,0.5,3,4.08,1.5857142857142856
ML_q45,190,7.037037037037037,0.6157894736842106,2.404109589041096,2.0341233144796167,-0.17874038835606967,0.5714285714285714,2,3.6206896551724137,1.6022727272727273
ML_q50_ref,208,7.703703703703703,0.6009615384615384,2.2590361445783134,1.909136828699195,-0.17444876023615724,0.6428571428571429,2,3.5806451612903225,1.4711538461538463
ML_q55,215,7.962962962962963,0.6093023255813953,2.3392857142857144,1.9744510858310282,-0.17444876023615724,0.6428571428571429,2,3.75,1.4711538461538463
ML50_dt,48,1.7777777777777777,0.8541666666666666,8.785714285714286,7.468987923773278,-0.03940399000000004,0.7,3,49.5,2.0
ML50_dbr,46,1.7037037037037037,0.9347826086956522,21.5,18.203429062769594,-0.010000000000000038,1.0,0,30.75,3.0
ML40_dt,42,1.5555555555555556,0.8809523809523809,11.1,9.471160258947464,-0.019900000000000046,0.6666666666666666,2,999.0,1.8
