sym,variant,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl,r_multiple,win,exit_type,holding_hrs,atr_rank_pct,bb_width
SOL-USDT-SWAP,D,2026-05-10 05:00:00+00:00,2026-05-10 08:00:00+00:00,93.28,93.92000000000002,92.96,93.92000000000002,164.9000000000008,2.0,1,TP,3,1.0,0.009285606104927483
SOL-USDT-SWAP,D,2026-05-10 10:00:00+00:00,2026-05-10 11:00:00+00:00,94.26,93.321995,93.35,96.08000000000003,-118.52298868131696,-1.0307747252747175,0,SL,1,7.000000000000001,0.015444267839896303
LINK-USDT-SWAP,D,2026-07-04 14:00:00+00:00,2026-07-04 15:00:00+00:00,7.936,7.996,7.906,7.996,168.13600000000025,2.0,1,TP,1,5.0,0.017034347134093956
LINK-USDT-SWAP,D,2026-07-10 23:00:00+00:00,2026-07-11 14:00:00+00:00,7.957,8.061,7.905,8.061,181.51769230769386,2.000000000000017,1,TP,15,3.0,0.017193718005232096
LINK-USDT-SWAP,D,2026-07-18 13:00:00+00:00,2026-07-18 14:00:00+00:00,8.307,8.248524699999999,8.251,8.419000000000002,-126.57841932142956,-1.0442017857142922,0,SL,1,6.0,0.008709443983645771
LINK-USDT-SWAP,D,2026-07-18 20:00:00+00:00,2026-07-19 18:00:00+00:00,8.33,8.2855136,8.288,8.414,-135.5764480000023,-1.0592000000000108,0,SL,22,18.0,0.0063522439526375
AVAX-USDT-SWAP,D,2026-07-03 19:00:00+00:00,2026-07-03 20:00:00+00:00,6.869,6.984999999999999,6.811,6.984999999999999,185.66827586206892,2.0,1,TP,1,14.000000000000002,0.016099496680094475
AVAX-USDT-SWAP,D,2026-07-10 03:00:00+00:00,2026-07-10 14:00:00+00:00,6.785,6.6649999,6.667,7.021000000000001,-110.22898300000008,-1.0169500000000005,0,SL,11,3.0,0.02104707890898066
LTC-USDT-SWAP,D,2026-06-14 21:00:00+00:00,2026-06-14 23:00:00+00:00,44.4,45.15999999999999,44.02,45.15999999999999,185.85894736842087,2.0,1,TP,2,36.0,0.026952274411233983
LTC-USDT-SWAP,D,2026-07-11 07:00:00+00:00,2026-07-11 19:00:00+00:00,44.93,45.330000000000005,44.73,45.330000000000005,172.92200000000037,2.0,1,TP,12,6.0,0.014599907185658382
LTC-USDT-SWAP,D,2026-07-11 20:00:00+00:00,2026-07-11 22:00:00+00:00,45.37,45.066476,45.08,45.949999999999996,-128.03789158620475,-1.0466344827586096,0,SL,2,6.0,0.01694987408831134
BCH-USDT-SWAP,D,2026-06-27 16:00:00+00:00,2026-06-27 17:00:00+00:00,199.4,197.54072,197.6,203.00000000000003,-119.818024,-1.0329333333333337,0,SL,1,8.0,0.01872383537898013
BCH-USDT-SWAP,D,2026-07-11 13:00:00+00:00,2026-07-11 23:00:00+00:00,247.8,245.52632,245.6,252.20000000000005,-120.15253599999949,-1.033490909090907,0,SL,10,7.000000000000001,0.0227880645290841
BCH-USDT-SWAP,D,2026-07-12 20:00:00+00:00,2026-07-12 21:00:00+00:00,246.6,244.02677,244.1,251.6,-117.63344247999962,-1.029291999999998,0,SL,1,1.0,0.015492224979040316
DOGE-USDT-SWAP,D,2026-07-11 15:00:00+00:00,2026-07-11 23:00:00+00:00,0.07513,0.074437662,0.07446,0.07647000000000001,-120.06217868656609,-1.0333402985074576,0,SL,8,12.0,0.021620075720896654
