cfg,n,tpm,wr,pf,pf_c,mdd,prof,worst,selpf,holpf
q0.55,250,9.25925925925926,0.576,2.0377358490566038,1.7008185024224276,-0.17075485204390878,0.6923076923076923,2,3.485294117647059,1.3541666666666667
q0.65,265,9.814814814814815,0.5773584905660377,2.049107142857143,1.714432693740083,-0.17075485204390856,0.6428571428571429,2,3.642857142857143,1.3246753246753247
q0.75,280,10.37037037037037,0.5642857142857143,1.9426229508196722,1.6211504810301884,-0.17075485204390858,0.7142857142857143,2,2.933333333333333,1.3636363636363635
q0.85,294,10.88888888888889,0.5510204081632653,1.8409090909090908,1.538307312732068,-0.19448150210168982,0.6428571428571429,2,2.76,1.2804878048780488
q0.95,301,11.148148148148149,0.5514950166112956,1.8444444444444446,1.5415306955843397,-0.18239872463321502,0.6428571428571429,2,2.7169811320754715,1.2804878048780488
q1.0,453,16.77777777777778,0.4900662251655629,1.4415584415584415,1.2222462899886726,-0.2862972490839152,0.4827586206896552,3,1.5302013422818792,1.2804878048780488
