sym,entry_time,pnl,win,source,atr_rank,real_vol,rel_vol,bb_width,ema_dist_pct,ema_slope,rsi14,adx14,prev_range_pct,prev_body_ratio,pullback_pct,hour_utc,dow,session,trend,regime,rf_win_prob,cluster
NEAR-USDT-SWAP,2025-05-01 10:00:00+00:00,-108.8544,0,r034_trade_log.csv,3.0,0.6913333154884251,1.3987188840433182,0.04654234990807482,2.2685753894218417,0.04658604715470181,62.560009539089826,22.33865538860241,1.3105639396346276,0.6060606060605946,3.9548022598870705,9,3,London,bull,mixed,0.3929797572885338,0
APT-USDT-SWAP,2025-05-01 10:00:00+00:00,-112.7914,0,r034_trade_log.csv,1.0,0.4851290703780273,0.8819813007959159,0.037998969402265104,1.2971288489884074,0.033548932251846776,58.86302695634566,18.081443600331905,0.9773188272174061,0.8490566037735846,3.858520900321679,9,3,London,bull,mixed,0.4551117290285096,4
DOGE-USDT-SWAP,2025-05-01 11:00:00+00:00,192.493,1,r034_trade_log.csv,6.0,0.35463453850750776,2.098143619276794,0.051185429657445054,1.8309962021895145,0.003845392386971225,68.01232203543827,22.16294283614342,1.0859728506787358,0.39062499999999933,7.958801498127248,10,3,London,flat,mixed,0.49297613220458997,1
PEPE-USDT-SWAP,2025-05-01 11:00:00+00:00,-111.0898,0,r034_trade_log.csv,3.0,0.48044628279240165,1.9098706766363516,0.033567418022201034,3.2947873690317557,0.2216110337157272,59.27723515126148,12.735911967438106,0.9281001900928182,0.4337349397590445,11.728395061728664,10,3,London,bull,ranging,0.42197305254103123,4
DOT-USDT-SWAP,2025-05-01 12:00:00+00:00,-122.6505,0,r034_trade_log.csv,1.0,0.44796162558102215,0.7923707290380956,0.032492871534612285,1.4147641065178436,0.023486355224043798,60.90503605774676,21.111773362970975,0.9813307802776325,0.731707317073186,7.8947368421049715,11,3,London,bull,mixed,0.4445435134196415,4
ARB-USDT-SWAP,2025-05-01 12:00:00+00:00,-110.6221,0,r034_trade_log.csv,7.000000000000001,0.45115057759960564,1.3403010159611057,0.05830987730631203,2.877581140596174,0.04546743919510006,70.588978731385,19.780561161469343,1.7094017094017013,0.8275862068965507,2.2522522522522546,11,3,London,bull,mixed,0.4586859933060502,0
LTC-USDT-SWAP,2025-05-01 13:00:00+00:00,-121.9544,0,r034_trade_log.csv,11.0,0.46598945808022757,0.8532179817759932,0.05459045835528357,3.258183953395058,0.14005906947317215,68.67348875159792,20.419205926139973,0.8168430740911111,0.42253521126760535,4.212860310421243,12,3,London,bull,mixed,0.49932420771054437,1
SOL-USDT-SWAP,2025-05-02 12:00:00+00:00,-121.5671,0,r034_trade_log.csv,1.0,0.329043320152004,1.0827429447852213,0.021828044487720265,2.0870412242375695,0.1566701556443132,55.21655492308928,14.343383306598549,0.5739455419113623,0.5232558139535172,48.43749999999984,11,4,London,bull,ranging,0.5535992643629556,5
BTC-USDT-SWAP,2025-05-02 12:00:00+00:00,163.1161,1,r034_trade_log.csv,6.0,0.2121558351162448,1.2009532991766387,0.009862265453347195,3.0396219188599907,0.30587497080774073,59.86442262493969,28.33265006254881,0.3543115649896371,0.8621794871794776,37.7676229161381,11,4,London,bull,trending,0.6921836301777389,4
ETH-USDT-SWAP,2025-05-02 12:00:00+00:00,182.7157,1,r034_trade_log.csv,1.0,0.3584946480177386,0.7158590690364616,0.025407374209154156,2.499019419116781,0.25742091210206935,50.9873126527467,18.245254860639108,0.8144044018311724,0.5936870382807249,64.29058663028646,11,4,London,bull,mixed,0.6397974730867806,5
FIL-USDT-SWAP,2025-05-03 04:00:00+00:00,-145.4809,0,r034_trade_log.csv,1.0,0.6640791010083057,0.2906455477640216,0.04353286784415593,0.665987794762041,0.05985188882374599,44.69247813628276,22.485909666232647,0.46661880832736347,0.4615384615384668,76.55172413793116,3,5,Asia,bull,mixed,0.5219815721331211,5
SUI-USDT-SWAP,2025-05-03 04:00:00+00:00,-109.1368,0,r034_trade_log.csv,5.0,0.917877340812376,1.3278623880334837,0.03507023816734205,1.3191365549249656,0.10468430213512812,46.28380060728774,33.701599884173866,2.3924418604651176,0.8955042527339011,45.442536327608906,3,5,Asia,bull,trending,0.511845139158602,0
DOT-USDT-SWAP,2025-05-03 05:00:00+00:00,-118.5801,0,r034_trade_log.csv,1.0,0.5125568414452302,0.7622144580592041,0.031993261883291484,0.4858078055081964,0.0032468220710300515,49.11403028797743,15.67408949410019,0.6290829905637718,0.5769230769230493,57.85714285714327,4,5,Asia,flat,ranging,0.5652852635998922,5
ADA-USDT-SWAP,2025-05-03 14:00:00+00:00,-108.404,0,r034_trade_log.csv,13.0,0.5807130624059114,1.954225176356956,0.025510012736019997,2.062221506817342,0.06206128753082784,59.86002622688098,10.740916699501813,1.110636480136698,0.8846153846153835,0.896860986546987,13,5,London,bull,ranging,0.43814427569074965,4
ETH-USDT-SWAP,2025-05-03 14:00:00+00:00,-129.7789,0,r034_trade_log.csv,1.0,0.2909765511584797,1.1532331685653419,0.01677508355286281,1.9767943156330705,0.17098012688630165,51.711958177116806,14.36782288316089,0.48459258124855886,0.5733634311512398,53.71708828084651,13,5,London,bull,ranging,0.5781186485608254,5
BTC-USDT-SWAP,2025-05-03 15:00:00+00:00,-164.2057,0,r034_trade_log.csv,1.0,0.17700020941266756,0.8991328600580651,0.012562188987757555,1.7930836712629985,0.17218200627421257,48.181960006889554,20.82020036535283,0.2528769294198162,0.9088295687884532,61.86510615950145,14,5,London,bull,mixed,0.5231100500228856,5
ETH-USDT-SWAP,2025-05-03 21:00:00+00:00,-122.837,0,r034_trade_log.csv,4.0,0.2792870269858382,0.5710234140592677,0.01230209172584015,2.0763282370657294,0.1736734931118939,55.31116144892724,14.19863752164302,0.7994644839671754,0.8481960517358741,4.903185509056644,20,5,NY,bull,ranging,0.5963121574824514,4
BTC-USDT-SWAP,2025-05-04 21:00:00+00:00,-145.8116,0,r034_trade_log.csv,2.0,0.15703462611890096,0.45799256078606776,0.00994970302893962,0.8019224983474488,0.05758882439095499,49.48700043735995,33.32246063148211,0.3124277151119768,0.7058626465662031,54.462390401477236,20,6,NY,bull,trending,0.5079322291473037,5
ETH-USDT-SWAP,2025-05-04 22:00:00+00:00,-145.6114,0,r034_trade_log.csv,2.0,0.26495886934899404,0.4005288413707936,0.013091881612370775,1.4889806082134271,0.12465479674445125,53.80761040585959,11.205936101743188,0.800357409435394,0.550034036759709,45.64070741545153,21,6,NY,bull,ranging,0.5258473690572832,4
BTC-USDT-SWAP,2025-05-10 23:00:00+00:00,170.3024,1,r034_trade_log.csv,2.0,0.23687923362939672,0.7411128031233697,0.009808463787408506,4.744025986528786,0.4802762057610396,55.65439824604361,25.736636847039723,0.6208676719728186,0.8667494952632339,46.907260472655274,22,5,NY,bull,trending,0.7357704809280162,5
ETH-USDT-SWAP,2025-05-13 13:00:00+00:00,193.4045,1,r034_trade_log.csv,7.000000000000001,0.7823330525076441,2.501893850480173,0.04112540996654689,11.963327721852194,1.019003662960209,59.843372690974924,19.585370329393147,1.9172215610808432,0.6541415818974406,13.763756419662363,12,1,London,bull,mixed,0.5319910262343316,2
ETH-USDT-SWAP,2025-05-13 18:00:00+00:00,193.685,1,r034_trade_log.csv,12.0,0.6648069210150236,1.6995037868031395,0.08598110291396427,14.956650464524174,1.2364385272100045,72.10911424375124,25.610393040669106,1.6224313749653452,0.7633515309755464,6.138046333890573,17,1,NY,bull,trending,0.48839424661660524,2
UNI-USDT-SWAP,2025-05-13 18:00:00+00:00,194.9353,1,r034_trade_log.csv,7.000000000000001,1.020573369984873,0.9736047056725239,0.0702835846574592,11.623178598574373,0.8880577144534123,61.42657402905536,21.294230342188133,2.1344101528699118,0.5743243243243253,5.283757338551885,17,1,NY,bull,mixed,0.4983381964909876,2
DOT-USDT-SWAP,2025-05-13 18:00:00+00:00,-108.9409,0,r034_trade_log.csv,12.0,0.8614828964787599,0.9254962921317232,0.058443587150633844,8.935762341337341,0.7132486528037552,59.86881060526868,17.046402873594037,1.8074656188605036,0.5326086956521705,2.7522935779814843,17,1,NY,bull,ranging,0.41431067117549425,2
SUI-USDT-SWAP,2025-05-14 06:00:00+00:00,-111.4155,0,r034_trade_log.csv,1.0,0.6646234355721284,0.5585125592458311,0.03621650559460687,5.150755096043265,0.5275660805197971,53.999476052748086,13.282081124413526,1.2554285429041974,0.5844930417495054,42.35294117647071,5,2,Asia,bull,ranging,0.3634068856211032,0
PEPE-USDT-SWAP,2025-05-14 06:00:00+00:00,-105.477,0,r034_trade_log.csv,9.0,1.0973898825267379,0.5538661670277059,0.08414135101901755,18.268097966181234,1.9368665150457887,55.470981824393085,15.552176775189318,2.5419563232919105,0.6602209944751334,49.65893587994543,5,2,Asia,bull,ranging,0.46557979644557845,2
ADA-USDT-SWAP,2025-05-14 06:00:00+00:00,-108.8672,0,r034_trade_log.csv,5.0,0.6323289765935899,0.6193775832725504,0.06219520690454612,7.138457189390802,0.7077960542298799,58.78295832536761,17.126713174898843,1.6466884610727626,0.6838235294117656,24.806201550387673,5,2,Asia,bull,ranging,0.4291768295872944,2
DOT-USDT-SWAP,2025-05-14 12:00:00+00:00,-119.4981,0,r034_trade_log.csv,4.0,0.7652123654223103,0.9961992439876054,0.043879844475568586,6.967713540890172,0.7912487122132066,49.883009499285386,19.31112438624058,0.7465618860510855,0.36842105263158265,58.03921568627442,11,2,London,bull,mixed,0.4572284506150231,2
BCH-USDT-SWAP,2025-05-14 12:00:00+00:00,-119.1855,0,r034_trade_log.csv,4.0,0.5623580036478029,0.6218602150231723,0.029667610639198948,1.885906030995795,0.18854403050024798,50.95548019130848,16.517999984399154,1.005888125613338,0.5365853658536741,48.79518072289146,11,2,London,bull,ranging,0.3723297534408333,5
ATOM-USDT-SWAP,2025-05-14 12:00:00+00:00,-122.6543,0,r034_trade_log.csv,3.0,0.8432422642839353,0.5486228337151672,0.04907569485173096,5.359581207743466,0.6196940404460457,47.14845360545543,18.793008530237028,0.7555211158465653,0.2820512820512873,65.31365313653157,11,2,London,bull,mixed,0.463432560161038,6
LINK-USDT-SWAP,2025-05-14 20:00:00+00:00,-117.7877,0,r034_trade_log.csv,2.0,0.6391390191937608,0.580045711839998,0.04063390793138578,5.166584489533153,0.5269748889683408,48.90917578767465,16.846151152425477,0.9188902632973953,0.39102564102564363,59.90675990675979,19,2,NY,bull,ranging,0.40395783298121685,6
LTC-USDT-SWAP,2025-05-14 20:00:00+00:00,181.1038,1,r034_trade_log.csv,5.0,0.8400308441346692,0.24233940226348516,0.06785999396947139,1.9490419091790632,0.25379913819318606,41.30152884523691,16.263266226865838,0.9366281387006754,0.46808510638297746,77.89757412398922,19,2,NY,bull,ranging,0.47985035087967687,6
DOGE-USDT-SWAP,2025-05-14 20:00:00+00:00,-120.1453,0,r034_trade_log.csv,1.0,0.9632273036514458,0.3161674743177683,0.06331031462018338,7.8904883288797505,0.8262186397575594,48.46240196673804,16.726556027589467,1.035161262725642,0.58264462809917,67.7403120281832,19,2,NY,bull,ranging,0.4373226824839868,2
BNB-USDT-SWAP,2025-05-14 20:00:00+00:00,-181.8206,0,r034_trade_log.csv,5.0,0.38727923480171883,0.2736987944376376,0.02753190350072624,1.5470983795047069,0.18400660484927184,42.94953631342337,19.327820339255442,0.4745866503368069,0.5483870967742042,70.46632124352318,19,2,NY,bull,mixed,0.38063832350811816,5
DOGE-USDT-SWAP,2025-05-16 11:00:00+00:00,-106.5767,0,r034_trade_log.csv,9.0,1.1597990516578645,0.8023031946583639,0.05821715308312481,4.368963591879646,0.28642217868863706,57.3374277223003,23.500938892225022,2.4441432381618693,0.9320214669051845,1.4742014742014151,10,4,London,bull,mixed,0.46021686005290957,0
LTC-USDT-SWAP,2025-05-16 12:00:00+00:00,-114.7728,0,r034_trade_log.csv,2.0,0.7654555016440161,0.9073272020123468,0.03368011074173827,2.3696680812214517,0.1834417321052753,57.081437822164695,16.74855139940752,1.1511362508683107,0.5948275862068964,10.22443890274308,11,4,London,bull,ranging,0.4693448833870968,0
BTC-USDT-SWAP,2025-05-17 05:00:00+00:00,-137.8255,0,r034_trade_log.csv,4.0,0.28404140167202013,0.7533310374666093,0.012147682014600467,1.1495652366596383,0.10398436848306758,51.402580287051904,12.334710867459277,0.41984684868405864,0.5494935543278091,47.44676556665665,4,5,Asia,bull,ranging,0.5634050093956172,5
ETH-USDT-SWAP,2025-05-18 07:00:00+00:00,174.5164,1,r034_trade_log.csv,2.0,0.48093864811370296,0.9979541811216834,0.01975771689443986,1.7692456988980074,0.13250355731710856,51.613261201035776,33.86791651613724,1.1907606531262482,0.8729096989966498,26.096997690531172,6,6,Asia,bull,trending,0.6493404499824811,5
BTC-USDT-SWAP,2025-05-18 09:00:00+00:00,174.392,1,r034_trade_log.csv,4.0,0.18676158593459338,1.850437677913199,0.01196975717893846,1.2360012735537371,0.08417556491429755,61.921540070083026,17.64470537762258,0.5335450957743656,0.8304167418365733,12.117095700604077,8,6,London,bull,ranging,0.6117274045616249,4
BCH-USDT-SWAP,2025-05-18 15:00:00+00:00,-112.1859,0,r034_trade_log.csv,6.0,0.4226068358965106,3.1000336025801283,0.038773021812687866,1.38552444985856,0.04954188207186248,65.69684529646547,16.391591718014546,1.0468594217347926,0.6904761904761869,17.525773195876194,14,6,London,bull,ranging,0.5169500972469446,7
SOL-USDT-SWAP,2025-05-18 15:00:00+00:00,-110.4432,0,r034_trade_log.csv,5.0,0.5639389841310651,2.378875523247282,0.06180396457426677,2.983574993981688,0.12429902637543465,71.17812145656065,27.06210149408546,0.9261939218523845,0.7187500000000061,4.743833017077803,14,6,London,bull,trending,0.472198413847056,7
BNB-USDT-SWAP,2025-05-18 15:00:00+00:00,-120.4327,0,r034_trade_log.csv,5.0,0.23882839755594887,2.071511504086976,0.01969822195203656,0.8995397996053119,0.018815445685494293,65.27933882306705,21.60783471265595,0.585877274128886,0.7105263157894941,8.724832214765572,14,6,London,flat,mixed,0.4707448970922097,4
ETH-USDT-SWAP,2025-05-18 15:00:00+00:00,-108.3766,0,r034_trade_log.csv,13.0,0.5211237926256823,3.824911279443285,0.03799819644996637,4.044596173356504,0.2464441679955922,67.52900810463689,23.779347082237738,1.649640321742829,0.8086832061068602,9.982891360136962,14,6,London,bull,mixed,0.4612059230805581,7
LTC-USDT-SWAP,2025-05-18 16:00:00+00:00,-105.988,0,r034_trade_log.csv,10.0,0.6733276230749338,2.2390722221225547,0.058412378410738375,3.2189958622321964,0.03539247161816927,72.01338851885133,22.003295705766554,1.3829040986070702,0.5724637681159485,1.1111111111110032,15,6,London,bull,mixed,0.4266929270149504,7
DOT-USDT-SWAP,2025-05-18 16:00:00+00:00,-107.9121,0,r034_trade_log.csv,6.0,0.7582767912607581,2.4498985488743306,0.07690908365809516,2.686924622588368,0.0042814577343656245,70.64097264646678,26.82844364739602,1.278086992372694,0.6612903225806577,2.997275204359464,15,6,London,flat,trending,0.42877211255562564,0
BCH-USDT-SWAP,2025-05-21 07:00:00+00:00,-114.9085,0,r034_trade_log.csv,12.0,0.5756016977348257,1.8333646832124406,0.04771738126781526,1.497253394634752,0.005414761929205699,68.14405517575426,16.877667156666988,0.8274824473420289,0.848484848484849,6.010928961748754,6,2,Asia,flat,ranging,0.4183758109048541,0
SUI-USDT-SWAP,2025-05-21 12:00:00+00:00,191.6296,1,r034_trade_log.csv,5.0,0.8062607042826,1.0918247681766617,0.03076985676512273,1.1246918476552574,0.07808381396724615,53.39511310087982,9.970302516290225,0.7788689468337293,0.6020066889632179,47.64868603042888,11,2,London,bull,ranging,0.44102602640191435,6
ARB-USDT-SWAP,2025-05-21 13:00:00+00:00,183.964,1,r034_trade_log.csv,13.0,1.0642531199690914,0.47721520791659855,0.052285049192896574,1.0496698041492374,0.1160362886929755,55.14578964079402,8.549533461351544,1.8825301204819296,0.43999999999999556,34.628975265017786,12,2,London,bull,ranging,0.4638147465828309,0
ATOM-USDT-SWAP,2025-05-22 17:00:00+00:00,181.0545,1,r034_trade_log.csv,14.000000000000002,0.5679360319595447,1.1203789461349343,0.054683972733168065,5.906930549902115,0.50574764986838,67.99433484116761,26.426356328755183,1.3910355486862453,0.40277777777777624,15.131578947368492,16,3,NY,bull,trending,0.5187850506487979,2
FIL-USDT-SWAP,2025-05-23 00:00:00+00:00,188.6618,1,r034_trade_log.csv,1.0,0.5222590147813063,0.44657676272342733,0.03196492727144482,5.567436914287063,0.5053770630967507,67.00373917506278,33.5935339487332,1.043024771838332,0.46875000000000344,9.345794392523562,23,3,NY,bull,trending,0.5009502339832985,2
LTC-USDT-SWAP,2025-05-23 00:00:00+00:00,186.6629,1,r034_trade_log.csv,13.0,0.5841948009405927,0.5662301195356725,0.02817522038416449,2.7480459424915913,0.2187857392072582,61.86563815732895,31.653390093125243,1.6922158072864852,0.5764705882352872,28.205128205128016,23,3,NY,bull,trending,0.4510388592293545,0
ATOM-USDT-SWAP,2025-05-23 03:00:00+00:00,-107.112,0,r034_trade_log.csv,13.0,0.4807987161097862,2.002941360386339,0.046155681345312595,7.848896480825069,0.6277873395170138,73.79904837251772,31.780453559374454,1.5622023242522358,0.5243902439024309,10.294117647058842,2,4,Asia,bull,trending,0.47622701453143157,2
LINK-USDT-SWAP,2025-05-23 04:00:00+00:00,-107.9472,0,r034_trade_log.csv,9.0,0.6527905404043081,0.9434101896100363,0.03738149522505248,6.90766439959605,0.4907210020113094,69.96350963760338,27.480349376855514,2.29776704177223,0.5692307692307627,4.23620025673957,3,4,Asia,bull,trending,0.5282159859617426,2
ETH-USDT-SWAP,2025-05-24 04:00:00+00:00,-114.3621,0,r034_trade_log.csv,5.0,0.9711872931749977,0.37391840324171866,0.07578948904806226,0.5175420260524872,0.009253814899107836,42.34711399114445,35.38621041744437,1.0579698161644515,0.6055080014886508,72.53263707571807,3,5,Asia,flat,trending,0.45149581894140567,5
SOL-USDT-SWAP,2025-05-25 05:00:00+00:00,-115.4776,0,r034_trade_log.csv,7.000000000000001,0.6365317117504866,0.9411014337718996,0.04219524234606198,0.5193085595019256,0.08514570006343211,44.86596488013706,23.430462576518448,1.0142338500547403,0.7102272727272764,50.88161209068037,4,6,Asia,bull,mixed,0.5019802444472372,5
BNB-USDT-SWAP,2025-05-25 14:00:00+00:00,-124.3502,0,r034_trade_log.csv,1.0,0.297731733356626,0.6951089216576465,0.03018382744951446,0.6125709269207615,0.0043440351774343255,50.63378479428614,35.83419591862801,0.4668674698795215,0.8064516129032199,50.990099009900646,13,6,London,flat,trending,0.5113173196064098,5
BTC-USDT-SWAP,2025-05-25 20:00:00+00:00,-142.9166,0,r034_trade_log.csv,3.0,0.22022496955751053,0.538503388280364,0.014123464109840667,0.4954718017279783,0.014291019626768684,49.5857849145227,32.31322379748734,0.3196259854436041,0.16200466200468033,33.49463619402991,19,6,NY,flat,trending,0.44176345612248774,4
BNB-USDT-SWAP,2025-05-25 21:00:00+00:00,163.52,1,r034_trade_log.csv,1.0,0.24627070403221563,0.3481104439794942,0.01457810008770148,0.6277639989949049,0.038078634549478275,52.13606189935281,26.505782839458575,0.5248950209958009,0.6571428571428442,12.068965517241159,20,6,NY,bull,trending,0.5382633570414721,4
BNB-USDT-SWAP,2025-05-26 00:00:00+00:00,175.5564,1,r034_trade_log.csv,4.0,0.27971996645441544,0.6943035580241089,0.018160872139196236,0.9632253010362964,0.05656710590641787,56.08985435705511,22.647549447737596,0.8503655079814907,0.7894736842105358,15.999999999999847,23,6,NY,bull,mixed,0.613555355712167,4
ADA-USDT-SWAP,2025-05-26 08:00:00+00:00,-112.3325,0,r034_trade_log.csv,5.0,0.5677878420083456,1.3678782609219653,0.056234911842036384,1.6835616663267414,0.02193178935372937,70.2366920658642,23.03887650372922,0.6901940356817257,0.4339622641509608,0.2237136465324135,7,0,Asia,bull,mixed,0.39575947732652206,1
PEPE-USDT-SWAP,2025-05-27 05:00:00+00:00,187.7768,1,r034_trade_log.csv,7.000000000000001,0.9548644523864825,0.4837676020124362,0.0425890771298056,0.18696087986784293,0.03065654773206283,49.22336188431392,19.800373244725353,1.9560791157649817,0.6319702602230478,54.72813238770691,4,1,Asia,bull,mixed,0.4716240685985548,0
PEPE-USDT-SWAP,2025-05-27 08:00:00+00:00,-110.9699,0,r034_trade_log.csv,5.0,0.9839042999771458,0.7369723588031596,0.03954040112392413,2.1118729159842893,0.04341842110205726,57.518541178655816,18.837598254327098,2.2502704652001424,0.3237179487179475,16.517285531370035,7,1,Asia,bull,mixed,0.4131466335374662,0
PEPE-USDT-SWAP,2025-05-28 13:00:00+00:00,-107.8952,0,r034_trade_log.csv,3.0,0.7263100543126757,1.6430437266070983,0.03758156850201215,1.9897664020602117,0.03964489894695155,57.08882429756977,12.685454578182096,1.062753036437238,0.6938775510204143,29.436619718309988,12,2,London,bull,ranging,0.3730121133008039,0
UNI-USDT-SWAP,2025-06-03 00:00:00+00:00,-111.7111,0,r034_trade_log.csv,8.0,0.6279212911487178,1.5240952341648544,0.07299565997930439,1.9264853627189444,0.0030855203287710716,68.43457605369221,21.573634126670385,1.2672090112640726,0.5925925925925967,6.741573033707916,23,0,NY,flat,mixed,0.32874556563116636,1
UNI-USDT-SWAP,2025-06-03 12:00:00+00:00,187.9502,1,r034_trade_log.csv,4.0,0.8221911230994793,0.6691262644136236,0.04611422391392549,2.0636181950625603,0.10299354122864973,61.52106917528408,26.86573120891929,1.0068153655514172,0.8461538461538619,31.08504398826974,11,1,London,bull,trending,0.45920333859519064,0
BNB-USDT-SWAP,2025-06-04 09:00:00+00:00,-180.26,0,r034_trade_log.csv,3.0,0.28190997005112683,0.9685572452327735,0.020090501512799553,0.7982599170651394,0.03988642735889441,61.91232793817482,18.01088836799169,0.3281133482475832,0.8636363636363354,11.842105263158308,8,2,London,bull,mixed,0.37051375194554986,4
BNB-USDT-SWAP,2025-06-05 09:00:00+00:00,-150.02,0,r034_trade_log.csv,1.0,0.21136383062235456,1.4922863392766215,0.01204346808295693,0.5338765839950071,0.016181942846699913,57.347216984621454,14.584131143860397,0.299356383774884,0.9499999999999886,19.318181818182182,8,3,London,flat,ranging,0.5142626329434413,4
BTC-USDT-SWAP,2025-06-07 20:00:00+00:00,-157.3438,0,r034_trade_log.csv,6.0,0.19099239143381744,0.6430974365744246,0.015334976087245246,0.683358955518626,0.042948944087998556,64.92560742824412,30.877218074157152,0.4984356395690806,0.42037248194602495,9.521951219512054,19,5,NY,bull,trending,0.46168243270996034,4
UNI-USDT-SWAP,2025-06-07 21:00:00+00:00,-114.9085,0,r034_trade_log.csv,12.0,0.809407146537304,0.4872304045674365,0.0602039704956712,1.1672457920864496,0.005610570392260627,66.1680157909652,35.7534567829444,1.7263224580297747,0.38532110091742955,13.49397590361447,20,5,NY,flat,trending,0.38806875117646294,0
BCH-USDT-SWAP,2025-06-08 09:00:00+00:00,169.19,1,r034_trade_log.csv,5.0,0.23994274692193174,0.5692753985490263,0.011349677080598699,1.5915301853886363,0.14994965634927251,60.415135538933946,34.64380265785779,0.6609547123622983,0.3333333333333263,35.59322033898323,8,6,London,bull,trending,0.6271718730652099,4
UNI-USDT-SWAP,2025-06-08 13:00:00+00:00,-116.6157,0,r034_trade_log.csv,6.0,0.6002987352697896,0.7772112169503976,0.02815021454638526,0.7436755972498681,0.007097563623132554,56.165231075771906,27.20261786935629,1.3097680290358242,0.9879518072289116,40.69264069264047,12,6,London,flat,trending,0.43187412821846793,5
BTC-USDT-SWAP,2025-06-08 13:00:00+00:00,164.5426,1,r034_trade_log.csv,6.0,0.1498866071087248,1.5937375236553808,0.006890916369427986,0.5844617238424612,0.037289416601497094,58.52532686133146,29.146075294822854,0.3577758253743384,0.8592220164064622,22.62788994664758,12,6,London,bull,trending,0.5963863714332032,4
BCH-USDT-SWAP,2025-06-09 03:00:00+00:00,188.8027,1,r034_trade_log.csv,12.0,0.334412146341392,1.4898040104685921,0.026782335708212795,2.6772602988213356,0.236888039875685,60.43899272280547,25.6864296351044,0.8948004836759482,0.513513513513501,33.33333333333333,2,0,Asia,bull,trending,0.42244732727216155,6
BNB-USDT-SWAP,2025-06-16 14:00:00+00:00,-140.6056,0,r034_trade_log.csv,1.0,0.2237662909526542,1.1022930911755573,0.025158122307262124,0.3481886474170917,0.007855133433921342,65.96895619547855,23.83320483081596,0.3207575989002631,0.1904761904762317,1.388888888889207,13,0,London,flat,mixed,0.33818326757577244,1
